position	artist_id	song_id
1	1069	4634
2	2130	4633
3	1931	4628
4	2064	4639
5	2028	4627
6	2137	4648
7	2134	4640
8	2135	4643
9	2138	4649
10	2099	4618
11	2133	4638
12	2136	4644
13	1303	4650
14	2127	4629
15	2023	4646
16	1856	4641
17	1906	4651
18	2097	4623
19	2120	4612
20	1809	4635
21	1825	4642
22	2139	4652
23	1419	4645
24	2094	4569
25	2132	4637
26	2021	4655
27	2118	4609
28	1412	4653
29	2126	4626
30	228	4656
31	1472	4657
32	1600	4658
33	1019	4654
34	1259	4647
35	1674	4659
36	735	4660
37	2128	4630
38	2006	4661
39	2124	4616
40	1674	4597
