position	artist_id	song_id
1	1419	3346
2	1526	3351
3	1283	3324
4	1536	3332
5	228	3352
6	1540	3340
7	1542	3342
8	1546	3355
9	1472	3353
10	1544	3348
11	1548	3358
12	1547	3356
13	1543	3347
14	873	3357
15	1545	3349
16	1551	3361
17	1549	3359
18	123	3331
19	1553	3365
20	1552	3363
21	372	3350
22	1541	3341
23	95	3362
24	1550	3360
25	1554	3366
26	632	3301
27	1535	3330
28	7	3367
29	1491	3364
30	1537	3336
31	1518	3327
32	1539	3339
33	1509	3368
34	1303	3328
35	1083	3334
36	294	3354
37	1255	3318
38	751	3344
39	1049	3345
40	1285	3312
