position	artist_id	song_id
1	4389	9836
2	4400	9852
3	2584	9842
4	4397	9847
5	4392	9841
6	4255	9856
7	4393	9843
8	4241	9851
9	4398	9848
10	4336	9825
11	4159	9835
12	4256	9818
13	4386	9832
14	2455	9830
15	4250	9839
16	4402	9855
17	1807	9858
18	4385	9829
19	4401	9853
20	3697	9857
21	4406	9864
22	4384	9828
23	4320	9850
24	4407	9865
25	4171	9775
26	4378	9815
27	4018	9840
28	4375	9812
29	4283	9863
30	4408	9866
31	4364	9861
32	4396	9846
33	4409	9867
34	3935	9802
35	4405	9862
36	3470	9868
37	607	1208
38	3525	9869
39	4297	9854
40	4380	9821
