position	artist_id	song_id
1	2235	4912
2	1808	4943
3	2245	4950
4	989	4962
5	2240	4937
6	2244	4947
7	2250	4958
8	2157	4945
9	1226	4957
10	2248	4954
11	1586	4944
12	2246	4951
13	1062	4927
14	1248	4959
15	2249	4955
16	2242	4939
17	2127	4941
18	2238	4926
19	7	4963
20	2222	4964
21	2028	4960
22	2252	4966
23	1538	4931
24	632	4965
25	2138	4967
26	1559	4948
27	2251	4961
28	2253	4968
29	2185	4969
30	2071	4970
31	2254	4971
32	2247	4952
33	1283	4953
34	2106	4923
35	2241	4938
36	2203	4935
37	2153	4924
38	1606	4936
39	1550	4920
40	1908	4949
