position	artist_id	song_id
1	5867	13273
2	6209	13280
3	6187	13249
4	6203	13271
5	6201	13269
6	6212	13286
7	6188	13250
8	4563	13289
9	6185	13246
10	6134	13264
11	6215	13290
12	5797	13248
13	6213	13287
14	6202	13270
15	6210	13282
16	6217	13292
17	6192	13255
18	6211	13284
19	6179	13239
20	6190	13252
21	6121	13263
22	6194	13257
23	6214	13288
24	6129	13200
25	6121	13158
26	6198	13266
27	6216	13291
28	6207	13278
29	5485	13293
30	5854	13294
31	5853	13283
32	5804	13295
33	5485	13226
34	6204	13274
35	5694	13265
36	5853	13211
37	6218	13296
38	6121	13297
39	6114	13258
40	6155	13206
