position	artist_id	song_id
1	5839	12770
2	5854	12801
3	5860	12812
4	5852	12797
5	5865	12818
6	5797	12800
7	4563	12790
8	5853	12798
9	5857	12807
10	5811	12802
11	5868	12823
12	5871	12826
13	5856	12806
14	5872	12827
15	5867	12822
16	4186	12828
17	5846	12780
18	5841	12772
19	5862	12815
20	4691	12808
21	5847	12785
22	5825	12749
23	5874	12832
24	5840	12771
25	5527	12820
26	5863	12816
27	5750	12792
28	5875	12833
29	5826	12796
30	5848	12786
31	5869	12824
32	5191	12829
33	4563	12834
34	5873	12830
35	5787	12831
36	5836	12835
37	5849	12787
38	5172	12793
39	5750	12836
40	5858	12809
