position	artist_id	song_id
1	3814	9672
2	4171	9692
3	4304	9694
4	4294	9673
5	4202	9671
6	4298	9680
7	3907	9689
8	4297	9678
9	2260	9697
10	4300	9683
11	2524	9693
12	4305	9695
13	4234	9674
14	4139	9690
15	3494	9638
16	4302	9686
17	4299	9682
18	4308	9701
19	4283	9702
20	4307	9698
21	4306	9696
22	4303	9687
23	3799	9691
24	3901	9663
25	3471	9635
26	4309	9703
27	3065	9649
28	4186	9661
29	3961	9699
30	3898	9681
31	4049	9679
32	4276	9700
33	4301	9684
34	4290	9657
35	4282	9644
36	4178	9670
37	4163	9688
38	4293	9666
39	4033	9685
40	4283	9645
