position	artist_id	song_id
1	5794	12679
2	5806	12703
3	5475	12715
4	5172	12702
5	5475	12677
6	3792	12704
7	5813	12721
8	5750	12696
9	5800	12693
10	5802	12697
11	5811	12714
12	5191	12726
13	5150	12725
14	5809	12711
15	5799	12690
16	4850	12724
17	4186	12709
18	5629	12717
19	5475	12630
20	5632	12678
21	5145	12732
22	4485	12708
23	5819	12735
24	5816	12727
25	5785	12659
26	4930	12707
27	5815	12723
28	5817	12733
29	5239	12675
30	4234	12718
31	5527	12736
32	5768	12719
33	5778	12730
34	5812	12720
35	5814	12722
36	5579	12731
37	5818	12734
38	5820	12737
39	5785	12728
40	5810	12713
