position	artist_id	song_id
1	5155	11363
2	4537	11382
3	5149	11356
4	3267	11377
5	5150	11357
6	2260	11367
7	4931	11366
8	5141	11342
9	5160	11371
10	5033	11305
11	5169	11387
12	4930	11345
13	5068	11388
14	4721	11368
15	5145	11351
16	5080	11353
17	5170	11389
18	4563	11340
19	5167	11383
20	5168	11384
21	5154	11362
22	5135	11333
23	5162	11374
24	5151	11358
25	5161	11373
26	5171	11392
27	5065	11390
28	5022	11385
29	5124	11309
30	4408	11322
31	5158	11369
32	5172	11393
33	5124	11378
34	5138	11338
35	4872	11372
36	4511	11391
37	5166	11380
38	1586	11394
39	4643	11395
40	4343	11386
