position	artist_id	song_id
1	3241	8623
2	3789	8613
3	3793	8626
4	3804	8660
5	791	8638
6	3807	8665
7	3596	8653
8	3774	8569
9	3482	8647
10	3805	8661
11	3103	8654
12	3799	8648
13	3241	8557
14	3802	8656
15	3778	8651
16	3279	8658
17	2778	8584
18	3803	8657
19	3285	8620
20	3794	8627
21	3243	8662
22	3808	8666
23	3795	8635
24	3810	8668
25	3757	8629
26	3433	8637
27	3812	8672
28	3809	8667
29	3800	8650
30	3795	8673
31	3811	8669
32	3801	8655
33	3770	8670
34	3813	8674
35	3814	8675
36	3427	8671
37	3806	8664
38	3815	8676
39	2862	8677
40	3267	8644
