position	artist_id	song_id
1	1456	6000
2	2262	6014
3	2681	6004
4	2680	6002
5	2455	6021
6	2665	5976
7	2655	6009
8	2673	5992
9	572	6010
10	2683	6008
11	2232	6013
12	2504	6003
13	2687	6019
14	791	5951
15	2688	6024
16	2670	6026
17	2665	6023
18	456	6015
19	2689	6025
20	2670	5987
21	2674	5993
22	2684	6011
23	2338	6007
24	2672	5989
25	2686	6018
26	1706	6020
27	2690	6027
28	2691	6028
29	2199	6030
30	2624	6029
31	2633	5978
32	2692	6031
33	2162	6022
34	2392	6032
35	2693	6033
36	2669	5986
37	2685	6017
38	2679	6001
39	2675	5994
40	2662	6012
