position	artist_id	song_id
1	3241	8557
2	3773	8568
3	3757	8541
4	3776	8573
5	3774	8569
6	3410	8559
7	3779	8579
8	3775	8570
9	3677	8581
10	2862	8580
11	3285	8575
12	3436	8583
13	2928	8515
14	453	8564
15	3778	8577
16	3769	8563
17	2778	8584
18	3770	8565
19	3751	8532
20	3747	8527
21	1538	8574
22	3566	8585
23	3764	8554
24	3780	8586
25	3722	8571
26	3351	8587
27	1395	8582
28	3758	8542
29	3747	8590
30	3596	8591
31	3749	8530
32	3371	8592
33	3777	8576
34	3766	8560
35	3615	8593
36	3748	8588
37	3771	8566
38	3717	8589
39	459	8578
40	3761	8547
