position	artist_id	song_id
1	1325	2839
2	1329	2848
3	1317	2822
4	1332	2851
5	1188	2832
6	1320	2827
7	1324	2835
8	1336	2857
9	1333	2852
10	1338	2865
11	609	2798
12	1247	2863
13	249	2861
14	1240	2858
15	683	2836
16	1025	2859
17	1326	2840
18	1339	2867
19	1316	2820
20	1019	2846
21	453	2866
22	1328	2847
23	1340	2868
24	893	2864
25	725	2869
26	1334	2853
27	1330	2849
28	1341	2870
29	1335	2854
30	1342	2871
31	170	2826
32	293	546
33	1141	2872
34	1319	2825
35	1056	2845
36	347	2873
37	782	2874
38	977	2812
39	1134	2855
40	1262	2843
