position	artist_id	song_id
1	3294	7405
2	1159	2402
3	2584	7416
4	1661	7410
5	454	912
6	3260	7399
7	1735	7417
8	2524	7420
9	3295	7411
10	3280	7376
11	2655	7412
12	981	7409
13	3246	7400
14	110	181
15	2673	7418
16	3298	7425
17	3297	7422
18	3236	7423
19	3243	7404
20	3245	7426
21	372	7431
22	2454	7394
23	3300	7430
24	3267	7427
25	3009	7355
26	3252	7424
27	9	166
28	3299	7429
29	3020	7432
30	453	7428
31	2987	7419
32	2306	7421
33	3301	7433
34	2171	7434
35	1441	7413
36	3234	7374
37	3293	7401
38	3064	7403
39	3132	7378
40	3302	7435
