position	artist_id	song_id
1	6187	13249
2	6179	13239
3	6129	13200
4	5485	13226
5	6185	13246
6	5797	13248
7	6155	13206
8	6188	13250
9	5826	13216
10	6190	13252
11	6121	13158
12	6154	13204
13	6145	13190
14	6107	13210
15	6161	13214
16	6169	13224
17	5947	13193
18	5853	13211
19	6189	13251
20	6158	13209
21	6180	13241
22	6121	13263
23	6184	13245
24	6134	13264
25	6191	13254
26	6193	13256
27	6159	13212
28	4186	13260
29	6194	13257
30	6192	13255
31	6170	13225
32	6114	13258
33	6177	13236
34	6196	13261
35	6137	13177
36	4993	13253
37	5694	13265
38	6197	13262
39	6198	13266
40	6195	13259
