position	artist_id	song_id
1	5124	11665
2	5294	11651
3	5300	11662
4	5306	11675
5	4821	11668
6	4992	11659
7	5307	11676
8	4013	11671
9	5303	11670
10	5304	11672
11	4881	11667
12	5289	11638
13	5301	11663
14	3770	11683
15	5285	11628
16	5191	11644
17	5138	11674
18	5288	11637
19	5311	11684
20	5308	11678
21	4273	11617
22	5272	11603
23	5286	11633
24	3241	11593
25	5143	11680
26	5266	11591
27	4851	11679
28	5022	11654
29	4919	11685
30	5280	11619
31	5312	11686
32	5296	11653
33	2099	11677
34	5284	11627
35	4413	11634
36	5310	11682
37	5295	11652
38	5313	11687
39	5305	11673
40	5309	11681
