position	artist_id	song_id
1	5928	12913
2	5941	12933
3	5938	12928
4	5944	12937
5	5917	12895
6	5935	12924
7	5939	12929
8	5933	12920
9	5934	12921
10	5911	12887
11	5910	12885
12	5916	12893
13	5905	12878
14	5930	12915
15	5940	12932
16	5920	12900
17	5191	12916
18	5927	12912
19	5948	12942
20	5918	12897
21	5799	12926
22	4196	12931
23	5936	12925
24	5926	12911
25	5913	12890
26	5949	12943
27	5883	12846
28	4647	12934
29	5945	12938
30	4273	12930
31	5932	12919
32	5527	12941
33	5946	12939
34	5942	12935
35	5947	12940
36	5854	12944
37	4647	12870
38	5950	12945
39	5881	12843
40	5539	12857
