artist_id	name
308	Eric Burdon & The Animals
309	Bojoura
310	Jeff Beck
311	The Young Rascals
312	Dave Dee, Dozy, Beaky, Mick and Tich
313	Procol Harum
314	Aretha Franklin
315	Traffic
316	Them
317	The Small Faces
318	Scott McKenzie
319	Cuby & Blizzards
320	Nancy Sinatra + Lee Hazlewood
321	Roger Whittaker
322	Gonnie Baars
323	Dave Davies
324	Otis & Carla
325	The 4 Seasons
326	Patricia
327	The Amen Corner
328	The Doors
329	Van Morrison
330	Gerard De Vries
331	Bar-Kays
332	Keith West
333	Diana Ross & The Supremes
334	The Jimi Hendrix Experience
335	Bobbie Gentry
336	The Box Tops
337	John Woodhouse and His Magic Accordeon
338	The Buffoons
339	The Vanilla Fudge
340	The Herd
341	After Tea
342	The Flower Pot Men
343	Heintje
344	Gert en Hermien
345	Johnny + Rijk
346	Herb Alpert & The Tijuana Brass
347	Ben Cramer
348	Sam & Dave
349	The Foundation
350	David McWilliams
351	Roland W.
352	Miriam Makeba
353	Flower Pot Men
354	The Marmalade
355	Tielman Brothers
356	Long John Baldry
357	John Walker
358	Groep 1850
359	The Equals
360	The Scaffold
361	Toon
362	John Fred and His Playboy Band
363	Dragonfly
364	The American Breed
365	Eddy Christiani
366	John Woodhouse and His Magic Accordion
367	Left Side
368	The Love Affair
369	The Lemon Pipers
370	Johnny & Rijk / Han Grevelt / De Labanda's
371	Thijs Van Der Molen
372	Status Quo
373	Plastic Penny
374	The Foundations
375	Wim Sonneveld met Hetty Blok, Leen Jongewaard, De Jonkies en orkest o.l.v. Harry Bannink
376	Boudewijn De Groot en Elly Nieman
377	Paul Mauriat and His Orchestra
378	Tom Jones / Gert Timmerman presenteert: Fred Jasper
379	Frans Krassenburg
380	Isabella Iannetti / Patricia
381	John Woodhouse and His Magic Accordion met Strijkorkest
382	Egbert Douwe
383	Esther and Abi Ofarim
384	Sandra & Andres / Billy Vera & Judy Clay / Nancy & Lee
385	John Lamers / Peter Orloff
386	The Rob Hoeke Rhythm & Blues Group
387	Wim Sonneveld & Leen Jongewaard
388	Don Partridge
389	1910 Fruitgum Co.
390	Louis Armstrong
391	Belle et Sebastien
392	Digno Garcia / Johnny & Rijk / Eddie Becker
393	Massiel
394	The Eddysons
395	John Rowles
396	Julie Driscoll, Brian Auger & The Trinity
397	Duo De Koning met Orkest o.l.v. Gaby Dirne
398	Blue Cheer
399	Reparata & The Delrons
400	Dubrovački Trubaduri
401	The Honeybus
402	The Union Gap
403	Hugo Montenegro & His Orchestra and Chorus
404	Bobby Goldsboro
405	The Easybeats
406	The Martino's
407	Sir Henry and His Butlers
408	Bill Haley and His Comets
409	World Of Oz
410	Equals
411	The Free ((NLD))
412	Herb Alpert
413	Ohio Express
414	The Hep Stars
415	Fats Domino
416	Tiny Tim
417	Merrilee Rush
418	Het Lowland Trio
419	Richard Harris
420	Raymond Froggatt
421	Tom Jones / Ben Cramer
422	Marty Wilde
423	Mo & Po
424	Doors
425	Johnny Blenco
426	The Crazy World Of Arthur Brown
427	Gary Puckett and The Union Gap
428	O.C. Smith
429	Aphrodite's Child
430	The Nice
431	John Lamers / Digno Garcia y Sus Carios
432	The Flirtations
433	Bee Gees
434	Blues Dimension
435	Cupids Inspiration
436	Gilles Dreu
437	Tommy Boyce & Bobby Hart
438	Mason Williams
439	R. Dean Taylor
440	The Status Quo
441	Sam and Dave
442	José Feliciano
443	The Rascals
444	Shorty Long
445	Mary Hopkin / Sandie Shaw
446	Booker T. and The MG's
447	Canned Heat
448	Marbles
449	Shocking Blue
450	Fleetwood Mac
451	De Domino's
452	Group Check
453	BZN
454	Steppenwolf
455	Jackie Lomax
456	Johnny Nash
457	The Band
458	Patty Pravo
459	Joe Cocker
460	Tony Bass
461	Studio-Orkest o.l.v. Tony Vos
462	Gert Timmerman presenteert: Wilma
463	The Casuals
464	Peter Tetteroo
465	Andy Williams
466	Gee Bros
467	John Woodhouse & His Magic Accordion
468	Leapy Lee
469	Johnny & Rijk
470	Barry Ryan
471	Johnny Jordaan
472	Rika Zarai
473	Zen
474	De Praatpalen
475	Boots
476	Tom & Mick
477	Nina Simone
478	Willy Alberti
479	The Tower
480	The Gun ((1968))
481	Leo Den Hop
482	Roek's Family
483	Diana Ross & The Supremes and The Temptations
484	Love Sculpture
485	Marvin Gaye
486	Toon Hermans en De Driedonken Blaaskapel
487	Swinging Soul Machine
488	Dimitri Dourakine & Zijn Orkest
489	Tommy James & The Shondells
490	The Iveys
491	Les Dimitri's
492	The Jimi Hendrix Experience / Jimi Hendrix
493	Eric Burdon and The Animals
494	Confetti Combo
495	De Uilen
496	Johnny Hoes en De Feestneuzen
497	The Web (with John L. Watson)
498	Fabeltjeskrant
499	Daisy Clan
500	Brainbox
501	Shelley Plimpton
502	Consortium
503	Amen Corner
504	The Zombies
505	Franck Pourcel
506	Short'66
507	Cats
508	Rika Zaraï
509	Neil MacArthur
510	Peter Sarstedt
511	De Butlers
512	Creedence Clearwater Revival
513	Joe South
514	Adriano Celentano
515	Wallace Collection
516	Mireille Mathieu
517	Gloria
518	Anja
519	Ekseption
520	Mary Hopkin
521	Lenny Kuhr
522	Lulu
523	Blood, Sweat And Tears
524	Sir Douglas Quintet
525	Johan Cruyff
526	UK. Jones
527	Beatles featuring Billy Preston
528	Pepper And Soul
529	Herman Van Veen
530	Edwin Starr
531	Bob and Earl
532	Conny Vink
533	Desmond Dekker & The Aces
534	Marva Hodge & The Moody Sec
535	The Merrymen
536	Whichwhat
537	The 5th Dimension
538	Bonny St. Claire
539	Jefferson
540	Ferré Grignard
541	The Soul Survivers
542	The Edwin Hawkins Singers
543	Jane Birkin avec Serge Gainsbourg
544	Ray Barretto
545	The Mohawks
546	Spooky Tooth
547	Led Zeppelin
548	Paul Revere & The Raiders
549	The Mighty Sparrow with Byron Lee and The Dragonaires / Mighty Sparrow/Byron Lee and The Dragonaires
550	Booker T and The MG's
551	De Specials ((NLD))
552	Zoef Zoef en De Beevers
553	Blood, Sweat, & Tears
554	Buffoons
555	Lace
556	Hollies
557	The Isley Brothers
558	The Cats ((GBR))
559	The Family Dogg
560	Plastic Ono Band
561	Robin Gibb
562	Thunderclap Newman
563	Joe Dolan
564	Zager & Evans
565	Byron Lee and The Dragonaires
566	Chicken Shack / Chicken Shack featuring Christine Perfect
567	Corry en De Rekels
568	Alles
569	Dave
570	Kenny Rogers and The First Edition
571	The Dells
572	James Brown
573	Billy Preston
574	Beach Boys
575	Oliver
576	Donovan with The Jeff Beck Group
577	Big Wheel
578	Andy Kim
579	Max Romeo
580	Los Payos
581	Oscar Harris and The Twinkle Stars
582	George Cash
583	Crosby, Stills & Nash
584	Tom & Dick
585	Johnny Cash
586	Brigitte Bardot
587	Clover Leaf
588	Humble Pie
589	Neil Diamond
590	Frida Boccara
591	The Joe Jeffrey Group
592	Grapefruit
593	Merry Men
594	David Bowie
595	The Archies
596	Joe Dassin
597	The Shuffles
598	Liesbeth List met Ramses Shaffy
599	Het Radi-Ensemble
600	The Electric Indian
601	Vanity Fare
602	David Alexandre Winter
603	Blind Faith
604	Mahna Mackay
605	Georges Moustaki
606	Fat Mattress
607	Elvis / Elvis Presley
608	Henk Elsink
609	George Baker Selection
610	Lou Christie
611	Duo X
612	Marty
613	Christian Anders
614	Bintangs
615	Adèle Bloemendaal & Leen Jongewaard & Piet Römer
616	Wilma
617	Jethro Tull
618	Cuby + The Blizzards
619	Melanie
620	R.B. Greaves
621	Man
622	John Mayall
623	Jimmy Cliff
624	Oebeler Kinderkoor
625	Pepper and Salt
626	J. Vincent Edward
627	Los Piratos
628	The Jackpots
629	The Golden Earring
630	Ginger Ale
631	DBM & T
632	Chicago
633	Nana Mouskouri
634	The Dave Brubeck Quartet
635	Nilsson ((USA))
636	Murray Head with The Trinidad Singers
637	Adèle Bloemendaal, Leen Jongewaard, Piet Römer en Koor
638	Santana
639	Oscar Harris & Twinkle Stars
640	Seth Gaaikema
641	D.C. Lewis
642	Blue Mink
643	Diana Ross + The Supremes
644	Earth and Fire
645	Joe Cocker!
646	Karen Young ((GBR))
647	Peppermint Circus
648	Ed & Willem Bever
649	Mack Kissoon
650	Hearts Of Soul
651	Billy Jones & The Stars
652	B.J. Thomas
653	Simon Stokes & The Nighthawks
654	Unit Gloria
655	De 2 Pinten
656	Elsje De Wijn
657	Willemien
658	The Jackson 5
659	Badfinger
660	Simon and Garfunkel
661	Miguel Rios
662	Het 1e Elftal Van Feijenoord
663	Barrie Webb - O.P.M.C.
664	Edison Lighthouse
665	Amsterdam
666	Lennon
667	Melanie en The Edwin Hawkins Singers
668	Bob Vrieling
669	Casey and The Pressure Group
670	Los Incas
671	Het Radi Ensemble
672	Rob Hoeke Boogie Woogie Quartet
673	Simon & Garfunkel - Instrumental Track By Los Incas
674	Tony Joe White
675	Juicy Lucy
676	Steve Rowland & The Family Dogg
677	Eric Charden
678	Dana
679	Norman Greenbaum
680	Jack De Nijs
681	Tim Hardin
682	The Soulful Dynamics
683	Ferrari
684	Elki and Owen with The Rim Ram Band
685	The Freddies
686	Frijid Pink
687	The Rare Earth ((1970)) / Rare Earth ((1976))
688	De Four Tak
689	John & Anne Ryder
690	The Pipkins
691	Mailer Mackenzie Band
692	Machine
693	Bob & Marcia
694	Eva Gloria Lopèz
695	King Crimson
696	Billy Jones and The Stars
697	James Lloyd
698	The Guess Who
699	The Ides Of March
700	Wil De Bras
701	Moody Blues
702	Theo Koomen & Wim Hoogendoorn
703	Christie
704	Super Sister
705	The Greatest Show On Earth
706	David Mc. Williams
707	The Humblebums
708	Taste
709	Ray Stevens
710	Alan Price
711	Little Richard
712	Mr. Albert Show
713	Mungo Jerry
714	Sandra & Andress
715	Crosby, Stills, Nash & Young
716	Rufus Thomas
717	Trio '67
718	Delaney and Bonnie and Friends
719	De Bintangs
720	Grabby Appleton
721	The Poppy Family featuring: Susan Jacks
722	Mr. Bloe
723	Barry Gibb
724	Free ((GBR))
725	Dizzy Man's Band
726	John Phillips
727	Continental Uptight Band
728	Neil Young
729	Golden Earring
730	Nino Ferrer
731	The Temptations
732	Jefferson Airplane
733	Richard Barnes
734	Jan Boezeroen
735	Ciska Peters
736	Ten Years After
737	Pacific Gas & Electric
738	Shirley Bassey
739	Gaby Dirne presenteert: Het Lion-Kwintet
740	Hotlegs
741	Flashback ((NLD))
742	Fair Weather
743	Hal Dorado
744	Blue Planet
745	Earth & Fire
746	Eric Burdon declares "War"
747	Iron Butterfly
748	Ben
749	3 Dog Night
750	The Mash ((USA))
751	Bonnie St. Claire
752	Joni Mitchell
753	Dave Mason
754	Crown's Clan
755	Smokey Robinson & The Miracles
756	The Les Humphries Singers
757	Family
758	The Peddlers
759	Carpenters
760	Buck Owens & His Buckaroos
761	Black Sabbath
762	Gaby Dirne presents: The Valentino's
763	The Rare Earth
764	The Duke Of Burlington
765	Caravan
766	Country Joe & The Fish
767	Samantha Jones
768	Bobby Bloom
769	Deep Purple
770	Freda Payne
771	Mashmakhan
772	Teegarden & Van Winkle
773	Stamford Bridge
774	Plastic People
775	Sandra & Andres
776	Mick Jagger
777	Desmond Dekker
778	The Mardi Gras
779	James Taylor
780	Liesbeth List
781	Marc Hamilton
782	Eric Clapton
783	Matthews Southern Comfort
784	Clarence Carter
785	Jacques Herb
786	Rattles
787	George Harrison
788	De Twee Pinten
789	Charles Aznavour
790	Dave Edmunds
791	Elton John
792	Stephen Stills
793	Euson
794	Livin' Blues
795	Dawn
796	Don Fardon
797	McGuiness Flint
798	Gilbert O'Sullivan
799	Dorus
800	Lynn Anderson
801	Holland ((1971))
802	Alfie Kahn
803	Nitty Gritty Dirt Band
804	Focus
805	Redbone
806	De Wama's
807	The Supremes & Four Tops
808	Paul Rollman
809	Toon & Herman
810	Jackie Cornell
811	Peter Maffay
812	E.L.P.
813	Michael Nesmith & The First National Band
814	Pretty Things
815	Danyel Gerard
816	John Lennon & Plastic Ono Band
817	Ed en Willem Bever
818	Leen Jongewaard
819	Pink Floyd
820	Vader Abraham met Z'n Zeven Zonen
821	Judy Collins
822	The New Inspiration
823	The Walkers
824	Moan
825	Klaas en Peter
826	Lally Stott
827	Ike & Tina Turner
828	Saskia & Serge
829	Nanda
830	Middle Of The Road
831	Cobra
832	The Mixtures
833	Ashton, Gardner & Dyke
834	Bill & Buster
835	Titanic
836	Janis Joplin
837	Waldo De Los Rios
838	Paul Van Vliet
839	Paul McCartney
840	Chris Roberts
841	Anja & Johnny
842	Fickle Pickle
843	Perry Como
844	Mieke Telkamp en De Hi-Five
845	Polis
846	The Sweet
847	Ivan Rebroff
848	John Lennon-Plastic Ono Band
849	J. Bastós
850	Brian Hyland
851	Atomic Rooster
852	Tony Christie
853	Vader Abraham met Zijn Zeven Zonen
854	Severine
855	T.Rex
856	De Kermis Klanten
857	Three Dog Night
858	Francis Lai
859	Mason-Dixon
860	Ringo Starr
861	Drafi
862	Georgie Fame & Alan Price
863	Greenfield & Cook
864	The Gloomys
865	Cuby & The Blizzards
866	Marvin, Welch & Farrar
867	Road ((1971))
868	Aguaviva
869	Eric Burdon and War
870	Ocean
871	Gebroeders Brouwer
872	Willy Alberti en De Ajax Supporters
873	Bread
874	Helga
875	Curtis Mayfield
876	Dave & Ansil Collins
877	Guy Fletcher
878	John Kongos
879	Laurent & Mardi Gras
880	Peter Orloff
881	Wilma met Vader Abraham
882	Lobo ((USA))
883	Martin Wulms and His Orchestra
884	Kraaijeveld
885	Zusjes De Roo
886	Graham Nash
887	De Makkers
888	The Shangri Las
889	Ashton, Gardner, Dyke & Co
890	April Shower
891	Kermis Klanten
892	Los Mayas
893	Slade
894	Crazy Horse
895	Corporation
896	White Plains
897	Hamilton, Joe Frank & Reynolds
898	Ruby Nash
899	Wim Schell
900	Chase
901	Peret
902	Michel Delpech
903	Paul and Linda McCartney
904	Greyhound
905	Demis Roussos
906	The New Four
907	Ulli Martin
908	Veronica
909	Majority One
910	Mouth & MacNeal
911	Rod McKuen
912	Gaby Dirne presenteert: Duo de Koning en de Notenzaaiers
913	Heino
914	Walter Scott
915	Hurricane Smith
916	Peret y Su Rumba Gitana
917	Anja en Johnny
918	Poppys
919	Tony Ronald
920	Teddy Brown
921	Jules De Corte
922	Pop-Tops
923	The Middle Of The Road
924	The Chi-Lites
925	Combo Wil De Bras
926	John Dummer's Famous Music Band
927	The Pioneers
928	Herman Lippinkhof en Zijn Belcanto Kwartet
929	Daydé
930	Leon De Graaff
931	Rod Stewart
932	Vader Abraham met Zijn Zeven Goede Zonen
933	Joan Baez
934	Michelangelo
935	The Tams
936	Mieke Telkamp
937	De Kroeg
938	Cock Van Der Palm
939	Curved Air
940	Kermisklanten
941	The Shepherds
942	John Lennon-Plastic Ono Band (with The Flux Fiddlers) / John Lennon
943	C.C.S.
944	Paul Brett's Sage
945	Herman Van Keeken
946	Peter en Zijn Rockets
947	Soundation
948	Diana Ross
949	Bill Withers
950	Roy Black + Anita
951	Les Humphries Singers
952	Monica and The Voices Of Freedom
953	Springwater
954	Cher
955	Isaac Hayes
956	The Piglets
957	Spencer Davis Group
958	Sly & The Family Stone
959	Jojo ((= George Kooymans))
960	Faces
961	Old Shatterhand
962	Tony Marshall
963	Monica and Oscar Benton
964	America
965	De Paniekzaaiers
966	Argent
967	Labi Siffre
968	Seemon & Marijke
969	Vader Abraham met Zijn Goede Zonen
970	Stone & Eric Charden
971	Byrds
972	Gebroeders Grim
973	Don McLean
974	Bart Jansen
975	The New Seekers
976	Han Grevelt
977	Sweet
978	Mal
979	Johnny Pearson Orchestra
980	Adèle Bloemendaal
981	Paul Simon
982	Yes
983	Ciska Peters met Koor Pro Musica o.l.v. Lex Karsemeyer
984	Sandra + Andres
985	Chicory Tip
986	Apollo 100
987	Big Secret
988	Think Tank
989	André Van Duin
990	Mac & Kathie Kissoon
991	Helen Reddy
992	Johnny Cash and The Evangel Temple Choir
993	Wil De Bras en Zijn Combo
994	The Chakachas
995	Vicky Leandros
996	Cymarron
997	Dr. Hook and The Medicine Show
998	Cardinal Point
999	Duo Onbekend
1000	Axis
1001	Ralph McTell
1002	Judee Sill
1003	Pippi Langkous
1004	Jo Jo Gunne
1005	Two Man Sound
1006	Bolland & Bolland
1007	Debbie
1008	Love Unlimited
1009	Arne Jansen
1010	The Military Band Of The Royal Scots Dragoon Guards
1011	Jerry Lee Lewis
1012	Louis Neefs
1013	The Classics
1014	The Buoys
1015	Wings
1016	Mike & Michael
1017	Daniel Boone
1018	Donny Osmond
1019	Julio Iglesias
1020	The Zombies featuring Colin Blunstone and Rod Argent
1021	Drama
1022	Paco Paco
1023	Blue Haze
1024	Gary Glitter
1025	Mac & Katie Kissoon
1026	Bobby Vinton
1027	Roberta Flack
1028	Hanny en De Rekels
1029	Sammy Davis, Jr. (with The Mike Curb Congregation)
1030	Hot Butter / The Popcorn Makers / Anarchic System
1031	Chris Hodge
1032	Bata Illic
1033	Corry
1034	Glenn Miller Orchestra Directed By Buddy De Franco
1035	Prince Buster
1036	Lindisfarne
1037	The Jimmy Castor Bunch
1038	Alexander Curly
1039	Nico Haak en De Paniekzaaiers
1040	Nino Bravo
1041	Cornelis Vreeswijk
1042	Peppino Di Capri
1043	Hobby Horse
1044	Terry Dactyl and The Dinosaurs
1045	Mott The Hoople
1046	Lieutenant Pigeon
1047	Earl Bostic
1048	Lynsey De Paul
1049	Vader Abraham
1050	Vader Abraham met Zijn Goede Zonen & Jacques Herb en De Makkers
1051	Alex Harvey
1052	Don Rosenbaum
1053	The Partridge Family starring Shirley Jones featuring David Cassidy / The Partridge Family
1054	O'Jays
1055	Theo & Marjan
1056	Jürgen Marcus
1057	Freddy Breck
1058	John Lennon/Plastic Ono Band with Elephant's Memory and Invisible Strings
1059	David Cassidy
1060	Peter Skellern
1061	Donna Hightower
1062	Roxy Music
1063	Smyle
1064	Gerard Cox
1065	The Dizzy Man's Band
1066	Rick Nelson and The Stone Canyon Band
1067	The Doobie Brothers
1068	Hildegard Knef, Enrico Macias, Sandra & Andres, Alice Babs, Demis Roussos, Vicky Leandros
1069	Michael Jackson
1070	Revolution System
1071	Steve Rowland and The Family Dogg
1072	Alice Cooper
1073	The Pearls
1074	Albert Hammond
1075	The Osmonds
1076	Danny Cardo
1077	Bonnie St. Claire & Unit Gloria
1078	John & Yoko & The Plastic Ono Band with The Harlem Community Choir / John Lennon & Yoko Ono and The Plastic Ono Band (with The Harlem Community Choir)
1079	Jaap Dekker Boogie Set
1080	Dr. Hook & The Medicine Show
1081	Steely Dan
1082	De Piraten!!
1083	10cc
1084	Billy Paul
1085	Little Jimmy Osmond
1086	Nino Tempo & April Stevens
1087	The Blue Ridge Rangers featuring John C. Fogerty
1088	Carly Simon
1089	Loggins and Messina
1090	The Partridge Family
1091	Chi Coltrane
1092	Robert Long
1093	Theo & Marian
1094	Kincade
1095	Vader Abraham en Zijn Goede Zonen
1096	Barend Servet
1097	The Electronic System
1098	Harold Melvin & The Blue Notes
1099	Timmy Thomas
1100	Daisy Dynamite
1101	Lou Reed
1102	Arie Ribbens
1103	Mortimer Shuman
1104	The Electric Light Orchestra
1105	Strawbs
1106	Thin Lizzy
1107	Colin Blunstone
1108	Jermaine Jackson
1109	Long Tall Ernie and The Shakers
1110	Kayak
1111	Anne Marie David
1112	Paul McCartney & Wings
1113	Mocedades
1114	Hawkwind
1115	Peter Waaldrecht
1116	Gerrit Dekzeil
1117	Bernd Clüver
1118	Stealers Wheel
1119	Roger Daltrey
1120	Sharif Dean
1121	Cindy & Bert
1122	Albert West
1123	Detroit Emeralds
