position	artist_id	song_id
1	5370	11785
2	2601	11769
3	5335	11786
4	5364	11779
5	5368	11783
6	5308	11771
7	5359	11773
8	5065	11791
9	5366	11781
10	4728	11767
11	5323	11795
12	4626	11762
13	3470	11789
14	5316	11763
15	5373	11792
16	4602	11733
17	5360	11774
18	5374	11793
19	5372	11790
20	5353	11761
21	4236	11760
22	5335	11732
23	5375	11796
24	5358	11772
25	5369	11784
26	5336	11735
27	5317	11755
28	5376	11797
29	5363	11778
30	3653	11798
31	5343	11747
32	5143	11787
33	4821	11794
34	2260	11750
35	5355	11766
36	3470	11727
37	5306	11730
38	4273	11777
39	5377	11799
40	5323	11707
