position	artist_id	song_id
1	3350	7605
2	3376	7609
3	3374	7604
4	2027	4435
5	954	7607
6	3375	7608
7	3383	7622
8	3369	7592
9	3370	7597
10	3086	7616
11	1276	7627
12	3351	7610
13	2971	7623
14	2813	7570
15	3387	7628
16	3380	7617
17	3378	7614
18	3171	7606
19	2616	7629
20	3385	7625
21	3371	7598
22	3381	7618
23	3103	7633
24	2595	7634
25	3332	7585
26	2119	4611
27	3388	7630
28	2584	7620
29	3354	7635
30	3384	7624
31	3386	7626
32	2628	7632
33	2455	5470
34	328	627
35	3389	7631
36	3174	7619
37	1072	7636
38	3390	7637
39	3157	7582
40	3184	7611
