position	artist_id	song_id
1	2290	7255
2	3210	7232
3	2455	7254
4	3220	7250
5	9	335
6	3212	7236
7	2076	7267
8	3214	7239
9	450	7258
10	1538	7261
11	3216	7243
12	2987	7273
13	3221	7251
14	3219	7249
15	3149	7263
16	3225	7262
17	594	7268
18	2097	7270
19	453	7274
20	3226	7264
21	3230	7271
22	3229	7269
23	2913	7192
24	3200	7276
25	3218	7248
26	3176	7279
27	2862	7259
28	1542	7280
29	3143	7252
30	3231	7275
31	3233	7281
32	3232	7277
33	3107	7282
34	2472	7234
35	1721	7278
36	3234	7283
37	3132	7284
38	3200	7205
39	2241	7272
40	3204	7217
