position	artist_id	song_id
1	4898	10829
2	4815	10823
3	4892	10820
4	4893	10821
5	4821	10805
6	4888	10813
7	4889	10816
8	4392	10822
9	4887	10811
10	4626	10807
11	4879	10795
12	4234	10815
13	4872	10780
14	4729	10776
15	4900	10834
16	4881	10797
17	2633	10767
18	4880	10796
19	4563	10789
20	4413	10835
21	4875	10784
22	3810	10818
23	2778	10809
24	4873	10782
25	4013	10788
26	4721	10814
27	4076	10836
28	4860	10831
29	4899	10830
30	4136	10824
31	4896	10827
32	4529	10837
33	4870	10778
34	4408	10770
35	4868	10768
36	4635	10832
37	4890	10817
38	4894	10825
39	4901	10838
40	4871	10833
