position	artist_id	song_id
1	5177	11404
2	4919	11415
3	5172	11393
4	5173	11398
5	5183	11416
6	4930	11413
7	2778	11409
8	5184	11417
9	5080	11421
10	4408	11402
11	5149	11356
12	5186	11419
13	4931	11366
14	5189	11427
15	5168	11384
16	4626	11399
17	3267	11377
18	5145	11420
19	5082	11426
20	5187	11422
21	5171	11392
22	5190	11428
23	5169	11387
24	5191	11429
25	5141	11342
26	5160	11371
27	1122	11408
28	5033	11305
29	4937	11430
30	5176	11403
31	5185	11418
32	5155	11363
33	5188	11424
34	4023	11423
35	4478	11425
36	4362	11410
37	5180	11411
38	5179	11407
39	5181	11412
40	5150	11357
