position	artist_id	song_id
1	1900	4118
2	1069	4132
3	1909	4135
4	1681	4124
5	1745	4123
6	1875	4134
7	372	4138
8	1907	4128
9	1847	4140
10	450	4136
11	1910	4137
12	1868	4141
13	1911	4139
14	1895	4106
15	1914	4147
16	1408	4143
17	1835	4129
18	1694	4144
19	1285	4152
20	1019	4080
21	1915	4149
22	1809	4133
23	1699	4151
24	1709	4148
25	1896	4107
26	1916	4150
27	453	4114
28	1283	4153
29	1917	4154
30	7	4099
31	1871	4146
32	1836	4155
33	1918	4156
34	1906	4127
35	1913	4145
36	1345	4157
37	1902	4121
38	1912	4142
39	1893	4098
40	1904	4125
