position	artist_id	song_id
1	1722	3896
2	1709	3903
3	1800	3906
4	1804	3914
5	1791	3882
6	791	3913
7	1285	3929
8	1796	3898
9	1791	3930
10	1810	3924
11	1226	3916
12	1072	3921
13	1813	3931
14	1620	3901
15	1801	3907
16	931	3890
17	1803	3909
18	1807	3920
19	1805	3917
20	1667	3932
21	1816	3935
22	372	3915
23	1809	3923
24	1412	3919
25	1808	3922
26	1812	3928
27	1817	3936
28	1814	3933
29	1815	3934
30	1818	3937
31	1811	3925
32	1819	3938
33	244	3939
34	433	3891
35	1711	3911
36	788	3926
37	1600	3878
38	1820	3940
39	1747	3927
40	1760	3912
