position	artist_id	song_id
1	3107	7025
2	3120	7014
3	3125	7030
4	3103	7023
5	1283	7035
6	2768	7024
7	2601	7000
8	3108	7042
9	3127	7036
10	2862	7029
11	3135	7052
12	329	7043
13	3115	7005
14	2048	7047
15	3020	7048
16	2171	7016
17	3131	7044
18	1069	7037
19	3117	7010
20	2959	6998
21	3129	7040
22	333	7053
23	3133	7050
24	3136	7054
25	3134	7051
26	1067	7046
27	2633	7049
28	3132	7045
29	3137	7055
30	2855	7039
31	3064	6999
32	3138	7056
33	3128	7038
34	1397	7026
35	3123	7027
36	3121	7019
37	2860	7006
38	3099	7017
39	2260	7018
40	2427	7021
