position	artist_id	song_id
1	5124	11940
2	5191	11946
3	4234	11928
4	4402	11923
5	5437	11944
6	5210	11945
7	4186	11943
8	5373	11935
9	5438	11949
10	5427	11921
11	4668	11948
12	5419	11908
13	5429	11929
14	5405	11866
15	4994	11931
16	5310	11889
17	5428	11926
18	5436	11942
19	3243	11922
20	5441	11954
21	4264	11950
22	4721	11955
23	5421	11911
24	5434	11937
25	4561	11938
26	5442	11956
27	5432	11934
28	5027	11951
29	5177	11896
30	5433	11936
31	5387	11941
32	5439	11952
33	5440	11953
34	4602	11914
35	5314	11957
36	5412	11884
37	3248	11958
38	5148	11947
39	5405	11959
40	5410	11880
