position	artist_id	song_id
1	5475	12630
2	5750	12636
3	5773	12635
4	5768	12656
5	5191	12583
6	4930	12616
7	5629	12614
8	5779	12647
9	5131	12620
10	5750	12588
11	5764	12613
12	4485	12642
13	5769	12625
14	5770	12626
15	4570	12624
16	5782	12651
17	5784	12657
18	5780	12648
19	5124	12652
20	4273	12643
21	5778	12646
22	3653	12627
23	5753	12595
24	5658	12629
25	5756	12600
26	4336	12654
27	4196	12658
28	4485	12598
29	5781	12649
30	5785	12659
31	5783	12653
32	5540	12650
33	5776	12644
34	5766	12618
35	5320	12633
36	5786	12660
37	5787	12661
38	5695	12655
39	5758	12603
40	5774	12638
