position	artist_id	song_id
1	6187	13249
2	6134	13264
3	6185	13246
4	6188	13250
5	6179	13239
6	5797	13248
7	6129	13200
8	6121	13158
9	6200	13268
10	5867	13273
11	6202	13270
12	6201	13269
13	6190	13252
14	5485	13226
15	6121	13263
16	5853	13211
17	6193	13256
18	6155	13206
19	6198	13266
20	6192	13255
21	6161	13214
22	6194	13257
23	6177	13236
24	5947	13193
25	5826	13216
26	6204	13274
27	5694	13265
28	6114	13258
29	6207	13278
30	6154	13204
31	6145	13190
32	6206	13277
33	6205	13276
34	6048	13272
35	6208	13279
36	6107	13210
37	6209	13280
38	6189	13251
39	5527	13281
40	6158	13209
