position	artist_id	song_id
1	3709	8425
2	3716	8441
3	3402	8462
4	3267	8417
5	3715	8440
6	3673	8438
7	3728	8467
8	3653	8449
9	3589	8445
10	3717	8443
11	3721	8454
12	3723	8456
13	3464	8450
14	2113	8413
15	3436	8477
16	3726	8463
17	3712	8432
18	1586	8473
19	3482	8466
20	3729	8474
21	3722	8455
22	3719	8447
23	3699	8469
24	3374	8475
25	3617	8459
26	3601	8442
27	3705	8468
28	3691	8453
29	3528	8478
30	3730	8479
31	2921	8472
32	3412	8444
33	3596	8465
34	3231	8471
35	3724	8457
36	3731	8480
37	3661	8481
38	3305	8476
39	5	8470
40	2999	8482
