position	artist_id	song_id
1	1038	2084
2	756	2098
3	261	2081
4	1030	2060
5	1046	2093
6	846	2100
7	1043	2089
8	1048	2104
9	830	2101
10	905	2070
11	729	2103
12	775	2096
13	893	2102
14	1000	2073
15	609	2075
16	227	2067
17	465	2094
18	512	2105
19	823	2079
20	222	2097
21	1041	2087
22	915	2106
23	1044	2091
24	1019	2036
25	995	2107
26	734	2074
27	581	2099
28	967	2108
29	1042	2088
30	995	2082
31	1047	2095
32	1028	2057
33	963	2109
34	93	2090
35	1049	2110
36	918	2080
37	1037	2083
38	1045	2092
39	873	2071
40	283	2072
