position	artist_id	song_id
1	6228	13312
2	5804	13295
3	6225	13308
4	6217	13292
5	6209	13280
6	6208	13298
7	5867	13273
8	6231	13315
9	4563	13289
10	6216	13291
11	6214	13288
12	6213	13287
13	6212	13286
14	5027	13310
15	5853	13317
16	6221	13302
17	6220	13300
18	6187	13249
19	6232	13316
20	6201	13269
21	6226	13309
22	6185	13246
23	6188	13250
24	6233	13318
25	5853	13283
26	6192	13255
27	6227	13311
28	6134	13264
29	6235	13320
30	6194	13257
31	6210	13282
32	6236	13321
33	6234	13319
34	6230	13314
35	5694	13305
36	6190	13252
37	6215	13290
38	6218	13296
39	4647	13322
40	6223	13306
