position	artist_id	song_id
1	4143	9366
2	4159	9390
3	3697	9379
4	4157	9386
5	4164	9401
6	3935	9385
7	4049	9388
8	4142	9365
9	4140	9363
10	4153	9380
11	4165	9403
12	4161	9393
13	3903	9402
14	4137	9355
15	4076	9397
16	4160	9392
17	4136	9352
18	4145	9368
19	4127	9341
20	2260	9395
21	4042	9405
22	4166	9406
23	1586	9404
24	4144	9367
25	3814	9398
26	4167	9407
27	4163	9396
28	1069	9376
29	4158	9389
30	3961	9408
31	4134	9399
32	4150	9374
33	3621	9400
34	70	9391
35	2290	9383
36	4132	9348
37	4155	9382
38	4119	9322
39	3887	9375
40	4126	9340
