position	artist_id	song_id
1	259	9112
2	3804	9160
3	4033	9165
4	3987	9163
5	3342	9150
6	4031	9158
7	4020	9132
8	3957	9157
9	1069	9155
10	4030	9154
11	4039	9173
12	4038	9172
13	4029	9153
14	4024	9140
15	4021	9133
16	4037	9171
17	3648	9055
18	4014	9123
19	3985	9149
20	2950	9159
21	3699	9176
22	3946	9144
23	4023	9139
24	4040	9174
25	4009	9111
26	3697	9166
27	4034	9168
28	3866	9134
29	938	9177
30	4018	9130
31	4041	9178
32	4036	9170
33	4032	9164
34	4035	9169
35	4042	9179
36	3997	9097
37	4043	9180
38	4044	9181
39	3673	9175
40	3402	9162
