position	artist_id	song_id
1	1283	3045
2	1412	3028
3	1276	3047
4	1368	3021
5	1226	3046
6	1418	3053
7	1414	3040
8	1415	3049
9	1333	3038
10	594	3056
11	1411	3026
12	1417	3052
13	1420	3057
14	1399	3033
15	1419	3054
16	1421	3058
17	594	1185
18	433	3024
19	1407	3020
20	1303	3055
21	40	3061
22	1277	3062
23	1422	3063
24	1371	3041
25	1049	3059
26	1423	3064
27	725	3060
28	1038	3034
29	1157	3032
30	1359	3048
31	1285	3035
32	660	3039
33	1413	3036
34	1416	3051
35	1410	3025
36	1424	3065
37	261	3050
38	1401	3005
39	1404	3015
40	1188	3044
