position	artist_id	song_id
1	5124	11726
2	4413	11700
3	4786	11704
4	5210	11715
5	5315	11689
6	5330	11720
7	5307	11676
8	4013	11710
9	3470	11727
10	5316	11695
11	4992	11718
12	5321	11705
13	5327	11713
14	2455	11711
15	5335	11732
16	4602	11733
17	5328	11716
18	5318	11698
19	5306	11675
20	5325	11709
21	5124	11665
22	5306	11730
23	5300	11662
24	3653	11728
25	5311	11684
26	5161	11691
27	5022	11729
28	5308	11678
29	4273	11703
30	5172	11693
31	5323	11707
32	5223	11734
33	5332	11722
34	5138	11717
35	5336	11735
36	5334	11731
37	5265	11724
38	5294	11702
39	5337	11736
40	5333	11723
