position	artist_id	song_id
1	4175	9422
2	4186	9446
3	4198	9466
4	4173	9467
5	4173	9420
6	3579	9441
7	4196	9463
8	4200	9473
9	3935	9440
10	4127	9474
11	4020	9451
12	3440	9460
13	4112	9468
14	4203	9478
15	3812	9454
16	4184	9443
17	791	9429
18	4201	9475
19	3961	9408
20	4199	9470
21	3972	9477
22	4204	9479
23	453	9481
24	4206	9482
25	4207	9483
26	4193	9459
27	4009	9444
28	4181	9437
29	4189	9453
30	4185	9445
31	4192	9458
32	3402	9472
33	4187	9448
34	4208	9484
35	2006	9471
36	4159	9485
37	4202	9476
38	4205	9480
39	3433	9469
40	4194	9461
