position	artist_id	song_id
1	3471	9635
2	3901	9663
3	3065	9649
4	4283	9645
5	4278	9637
6	4282	9644
7	4284	9647
8	3494	9638
9	4264	9600
10	4285	9648
11	4186	9661
12	4255	9665
13	4292	9664
14	4020	9640
15	4171	9596
16	4271	9618
17	4290	9657
18	4287	9651
19	4289	9656
20	453	9669
21	4259	9643
22	3241	9628
23	4286	9650
24	4291	9662
25	4178	9670
26	4238	9667
27	4202	9671
28	4293	9666
29	4264	9660
30	4256	9579
31	4280	9641
32	4250	9654
33	4275	9629
34	4272	9619
35	3541	9668
36	3987	9653
37	4276	9632
38	4288	9655
39	4257	9652
40	4265	9602
