position	artist_id	song_id
1	6307	13447
2	6311	13439
3	6289	13412
4	6295	13420
5	6297	13422
6	6300	13425
7	6284	13403
8	6316	13449
9	5826	13418
10	5640	13437
11	6279	13397
12	6308	13433
13	5797	13445
14	6310	13436
15	6312	13441
16	6294	13419
17	6304	13429
18	5686	13442
19	6302	13427
20	6314	13444
21	6299	13424
22	6269	13438
23	6280	13398
24	6287	13408
25	6207	13434
26	6317	13450
27	4186	13446
28	5804	13411
29	6305	13430
30	6318	13451
31	6270	13388
32	6319	13452
33	6275	13393
34	6315	13448
35	6266	13381
36	5853	13453
37	6313	13443
38	6320	13454
39	6309	13435
40	6290	13413
