position	artist_id	song_id
1	3308	7443
2	3210	7456
3	3311	7461
4	3310	7454
5	3305	7438
6	3312	7462
7	3316	7470
8	3322	7476
9	2584	7469
10	3324	7478
11	3200	7457
12	3260	7449
13	3325	7480
14	3318	7472
15	3326	7483
16	2455	7452
17	1283	7487
18	2454	7459
19	2614	7481
20	2846	7482
21	3320	7474
22	2290	7464
23	3317	7471
24	3327	7484
25	3319	7473
26	3314	7467
27	110	181
28	3328	7488
29	3125	7489
30	2569	7490
31	3303	7436
32	3323	7477
33	2721	7485
34	3309	7445
35	2297	7491
36	3298	7492
37	3236	7486
38	1585	3440
39	3255	7453
40	3243	7479
