position	artist_id	song_id
1	1900	4118
2	1019	4080
3	1895	4106
4	7	4099
5	1896	4107
6	1893	4098
7	1745	4123
8	453	4114
9	1681	4124
10	1069	4132
11	1897	4109
12	1907	4128
13	1906	4127
14	1419	4085
15	1847	4102
16	1875	4134
17	1835	4129
18	1909	4135
19	450	4136
20	1904	4125
21	1104	4091
22	1902	4121
23	1809	4133
24	1875	4051
25	1014	2024
26	1910	4137
27	1228	4110
28	1903	4122
29	372	4138
30	1412	4108
31	1536	4116
32	1899	4115
33	1911	4139
34	1847	4140
35	1688	4130
36	1868	4141
37	1912	4142
38	1600	4103
39	1833	4113
40	1898	4111
