position	artist_id	song_id
1	3916	8896
2	3911	8883
3	3342	8861
4	3593	8879
5	3887	8824
6	2633	8880
7	3902	8863
8	3427	8854
9	1069	8847
10	3913	8885
11	3200	8886
12	1283	8904
13	3436	8889
14	3903	8864
15	3836	8859
16	3917	8899
17	3589	8895
18	3253	8890
19	3918	8902
20	1791	8901
21	3914	8892
22	3912	8884
23	3662	8891
24	3804	8853
25	3096	8900
26	1558	8898
27	3267	8876
28	3774	8897
29	3326	8842
30	3907	8872
31	3525	8838
32	3910	8882
33	2778	8878
34	3919	8905
35	3920	8906
36	3812	8903
37	3123	8907
38	3454	8908
39	2928	8909
40	3905	8868
