position	artist_id	song_id
1	5315	11689
2	5306	11675
3	5307	11676
4	5124	11665
5	5311	11684
6	5294	11651
7	4919	11685
8	5300	11662
9	4881	11667
10	5316	11695
11	4821	11668
12	5303	11670
13	5308	11678
14	4992	11659
15	5272	11694
16	5304	11672
17	4013	11671
18	5301	11663
19	5285	11628
20	4851	11679
21	5288	11637
22	3770	11683
23	5161	11691
24	5314	11688
25	5191	11644
26	5289	11638
27	5172	11693
28	4273	11617
29	5286	11633
30	2099	11677
31	5272	11603
32	5312	11686
33	5317	11696
34	5143	11680
35	5138	11674
36	5287	11697
37	5318	11698
38	5022	11654
39	5319	11699
40	5310	11682
