position	artist_id	song_id
1	5475	12630
2	5475	12677
3	5750	12636
4	5579	12672
5	5773	12635
6	5769	12625
7	4196	12658
8	5779	12647
9	5785	12659
10	5783	12653
11	5191	12669
12	4485	12642
13	4234	12665
14	5540	12650
15	5778	12646
16	5791	12670
17	5790	12666
18	5629	12614
19	5482	12671
20	5796	12681
21	5489	12668
22	5789	12664
23	5632	12678
24	5794	12679
25	5239	12675
26	5768	12656
27	5320	12682
28	5784	12657
29	3241	12674
30	5795	12680
31	5780	12648
32	4721	12683
33	5444	12667
34	4273	12684
35	4336	12654
36	5797	12685
37	5131	12620
38	5798	12686
39	4799	12687
40	5027	12663
