position	artist_id	song_id
1	2176	4768
2	2175	4767
3	2099	4773
4	1954	4777
5	2183	4781
6	2097	4784
7	1586	4786
8	2095	4793
9	1538	4785
10	2180	4775
11	2064	4795
12	931	4782
13	2185	4794
14	2137	4787
15	2106	4799
16	1643	4788
17	2184	4789
18	1102	4796
19	2174	4765
20	2186	4800
21	2179	4774
22	2161	4801
23	2132	4791
24	2181	4776
25	1201	4783
26	1567	4806
27	264	4807
28	1758	4790
29	2189	4805
30	1996	4802
31	2188	4804
32	1049	4797
33	2187	4803
34	2190	4808
35	1442	4749
36	1285	4757
37	1868	4764
38	1652	4809
39	7	4762
40	2053	4798
