position	artist_id	song_id
1	1673	3637
2	1285	3658
3	638	3650
4	1680	3648
5	1558	3642
6	1015	3617
7	1688	3670
8	1679	3647
9	1686	3666
10	433	3668
11	1677	3644
12	1689	3671
13	1608	3660
14	1694	3680
15	1684	3664
16	1303	3677
17	1691	3674
18	549	1104
19	1526	3659
20	931	3675
21	1127	3669
22	1626	3672
23	1658	3634
24	1687	3667
25	1681	3652
26	1692	3676
27	977	3663
28	1345	3681
29	1049	3653
30	1693	3679
31	1685	3665
32	1248	3678
33	1695	3682
34	1588	3683
35	1636	3654
36	1690	3673
37	1682	3661
38	1683	3662
39	1678	3646
40	1671	3632
