position	artist_id	song_id
1	313	588
2	1019	2036
3	910	2007
4	915	2040
5	1009	2008
6	507	1995
7	798	2013
8	224	2041
9	887	2043
10	1023	2045
11	1022	2042
12	725	2032
13	225	2022
14	769	2046
15	1014	2024
16	1024	2049
17	459	921
18	1012	2021
19	521	2044
20	1021	2039
21	313	2031
22	846	2017
23	973	1998
24	893	2018
25	1018	2033
26	589	2002
27	785	2047
28	798	2050
29	1025	2051
30	1020	2037
31	874	2052
32	1013	2023
33	123	2053
34	745	1977
35	98	2048
36	572	2054
37	1017	2030
38	1015	2026
39	938	2029
40	1007	2000
