position	artist_id	song_id
1	5063	11177
2	5055	11167
3	5030	11116
4	4570	11159
5	5035	11128
6	5065	11179
7	5036	11129
8	4868	11160
9	5044	11144
10	5064	11178
11	4512	11136
12	3901	11161
13	5027	11151
14	5066	11180
15	5053	11165
16	5060	11173
17	5025	11106
18	5057	11169
19	5061	11175
20	5059	11172
21	5067	11181
22	5032	11122
23	4940	11162
24	5022	11156
25	5037	11130
26	4343	11182
27	4338	11163
28	4930	11120
29	5068	11183
30	4598	11141
31	5048	11153
32	4561	11184
33	5069	11185
34	5070	11186
35	5058	11170
36	4132	11154
37	5038	11134
38	4799	11149
39	4589	11187
40	5049	11155
