position	artist_id	song_id
1	4932	10905
2	4943	10922
3	4930	10897
4	4936	10911
5	4937	10913
6	4589	10914
7	4923	10887
8	4940	10919
9	4948	10929
10	4935	10909
11	4939	10917
12	4949	10930
13	4945	10924
14	4872	10935
15	4919	10882
16	4944	10923
17	4729	10910
18	4931	10899
19	4938	10915
20	4947	10926
21	4907	10934
22	4561	10936
23	70	10918
24	3810	10933
25	4691	10900
26	4946	10925
27	4917	10877
28	4537	10844
29	4049	10904
30	4792	10898
31	4952	10937
32	4950	10931
33	4953	10938
34	4951	10932
35	4954	10939
36	4581	10927
37	4942	10921
38	4892	10940
39	9	10903
40	4941	10920
