position	artist_id	song_id
1	2990	6726
2	3000	6744
3	3007	6755
4	2996	6738
5	3004	6750
6	2984	6715
7	2935	6745
8	3003	6749
9	2524	6756
10	2454	6751
11	2999	6743
12	3008	6757
13	2113	6747
14	2693	6734
15	2995	6735
16	3002	6748
17	3012	6763
18	2171	6761
19	3009	6759
20	3011	6762
21	2896	6765
22	2545	6768
23	2989	6724
24	2954	6752
25	2529	6764
26	3013	6766
27	2457	6758
28	1808	6736
29	2918	6727
30	1069	6769
31	2919	6741
32	3014	6770
33	1869	6767
34	2991	6728
35	2985	6716
36	2791	6771
37	2998	6742
38	3015	6772
39	2970	6688
40	3010	6760
