position	artist_id	song_id
1	609	2798
2	1304	2786
3	1285	2801
4	1277	2806
5	977	2812
6	1309	2799
7	1261	2808
8	1039	2815
9	1109	2807
10	1301	2775
11	1122	2796
12	227	2816
13	1317	2822
14	1315	2819
15	1308	2793
16	1205	2792
17	1316	2820
18	1083	2821
19	1312	2810
20	1319	2825
21	80	2813
22	1248	2804
23	1150	2809
24	170	2826
25	735	2824
26	1318	2823
27	372	2765
28	1302	2780
29	1320	2827
30	1310	2802
31	998	2803
32	1283	2818
33	1321	2828
34	1311	2805
35	1322	2829
36	729	2779
37	1314	2814
38	1298	2817
39	1239	2830
40	1293	2751
