position	artist_id	song_id
1	2290	8205
2	3601	8174
3	3609	8188
4	3619	8207
5	1759	8204
6	2721	8189
7	3620	8209
8	3589	8152
9	3618	8206
10	2392	5304
11	2987	8198
12	3436	8191
13	3412	8218
14	3589	8221
15	3569	8215
16	2560	8217
17	3621	8210
18	5	8192
19	2957	8213
20	3351	8226
21	3597	8168
22	3606	8184
23	3495	8180
24	3617	8202
25	3626	8222
26	3597	8227
27	3096	8219
28	3612	8195
29	3628	8228
30	3627	8223
31	3616	8201
32	3623	8214
33	3629	8229
34	3590	8153
35	938	8224
36	3527	8225
37	3630	8230
38	3631	8231
39	3103	8203
40	3625	8220
