position	artist_id	song_id
1	1442	4672
2	1008	4683
3	1538	4686
4	1847	4694
5	2145	4680
6	1969	4679
7	2152	4700
8	2054	4684
9	2156	4705
10	2153	4701
11	756	2098
12	433	4695
13	2137	4706
14	2107	4662
15	2147	4688
16	453	4665
17	2064	4681
18	2146	4685
19	2097	4673
20	1201	4707
21	2151	4699
22	2118	4697
23	1602	4687
24	1579	4698
25	1038	4704
26	1931	4708
27	2154	4702
28	2157	4710
29	2132	4712
30	2155	4703
31	1710	4709
32	1769	4713
33	1252	4678
34	2148	4689
35	644	4714
36	2158	4715
37	751	4711
38	2150	4691
39	259	4716
40	1868	4669
