position	artist_id	song_id
1	4870	10778
2	4862	10757
3	4865	10763
4	4845	10728
5	4408	10770
6	4868	10768
7	4485	10747
8	4413	10743
9	4799	10762
10	2633	10767
11	4871	10779
12	4866	10764
13	4872	10780
14	4843	10725
15	4860	10752
16	4706	10774
17	4863	10758
18	4256	10769
19	4013	10702
20	4850	10734
21	4867	10765
22	4844	10726
23	4849	10733
24	4857	10748
25	4362	10707
26	4728	10781
27	4615	10775
28	4561	10703
29	4873	10782
30	4852	10737
31	4853	10738
32	4304	10760
33	4635	10771
34	3748	10773
35	4859	10751
36	3470	10761
37	4729	10776
38	4874	10783
39	4821	10730
40	4869	10777
