position	artist_id	song_id
1	2387	5295
2	2386	5290
3	2378	5277
4	2388	5296
5	989	5302
6	2389	5297
7	2347	5284
8	2381	5281
9	2051	5285
10	2290	5303
11	2301	5258
12	2382	5282
13	2384	5287
14	1083	5274
15	2369	5257
16	2383	5283
17	2114	5291
18	2112	5305
19	1069	5299
20	2392	5304
21	453	5308
22	507	5306
23	2248	5309
24	1674	3639
25	964	5294
26	1710	5310
27	1940	5311
28	2393	5307
29	2391	5301
30	2390	5300
31	2385	5288
32	1033	5292
33	1102	5298
34	1847	5286
35	2272	5312
36	2371	5260
37	1868	5313
38	1505	5314
39	2099	5275
40	2376	5272
