position	artist_id	song_id
1	2215	4854
2	2211	4846
3	2214	4853
4	2204	4837
5	2099	4861
6	2213	4862
7	1808	4867
8	2222	4881
9	2217	4863
10	1283	4875
11	2203	4835
12	791	4850
13	1730	4869
14	1503	4876
15	2127	4872
16	2210	4844
17	2054	4868
18	2221	4879
19	2119	4847
20	2220	4877
21	2212	4848
22	1856	4870
23	1965	4845
24	1969	4843
25	2064	4858
26	2219	4871
27	372	4865
28	2022	4860
29	1931	4882
30	2095	4874
31	1157	4878
32	2097	4883
33	2108	4873
34	1062	4864
35	1983	4880
36	1561	4884
37	2037	4855
38	2223	4885
39	2218	4866
40	1918	4859
