position	artist_id	song_id
1	3342	9520
2	2455	9532
3	4215	9497
4	3770	9537
5	4228	9524
6	4216	9498
7	4223	9510
8	4159	9533
9	3961	9513
10	4178	9493
11	4225	9517
12	3935	9523
13	477	9514
14	4013	9504
15	4237	9538
16	4234	9534
17	4196	9530
18	3804	9527
19	4209	9488
20	4231	9528
21	4241	9542
22	4162	9486
23	4233	9531
24	4238	9539
25	3402	9543
26	4239	9540
27	3887	9516
28	4236	9536
29	4240	9541
30	4242	9544
31	4201	9475
32	4243	9545
33	4171	9546
34	4175	9422
35	3814	9547
36	4203	9478
37	4244	9548
38	4235	9535
39	4198	9466
40	4220	9506
