position	artist_id	song_id
1	3872	12078
2	5492	12042
3	4186	12064
4	5491	12041
5	5191	12082
6	5504	12065
7	4402	12089
8	4994	12068
9	5501	12056
10	5489	12037
11	3243	12085
12	4563	12070
13	5464	12074
14	5516	12090
15	5373	12063
16	5480	12022
17	3241	12059
18	5509	12077
19	5512	12083
20	4408	12040
21	4668	12080
22	5231	12071
23	4976	12075
24	5517	12091
25	5506	12069
26	5507	12073
27	5500	12054
28	2601	12061
29	3248	12092
30	5320	12032
31	5082	12086
32	5513	12084
33	5514	12087
34	5486	12029
35	5515	12088
36	5408	12093
37	5511	12081
38	5475	12094
39	5518	12095
40	5159	12055
