acousticness,danceability,duration_ms,energy,id,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence
0.199,0.429,222707,0.421,4KWmjXvXy06zTDohqdD1Jy,4.19e-06,0.206,-8.895,1,0.0583,146.217,4,0.411
0.209,0.849,227720,0.843,1c0ShGrrj3m04rrOWrWFEH,0.00292,0.0309,-7.154,0,0.106,141.928,4,0.963
0.452,0.391,215693,0.568,7rJ9kMUcsgNTnuzzvIxpG3,0.0148,0.127,-11.551,1,0.0503,79.896,4,0.586
0.797,0.461,256157,0.573,1engsg3xKaWndp3eUCz5Ey,0.00133,0.271,-8.82,1,0.0311,112.264,4,0.548
0.0566,0.667,181480,0.708,1GBqVsCg9ZkO6HWGL8qBCO,0.0108,0.146,-7.56,1,0.0415,120.667,4,0.767
0.0172,0.503,194026,0.351,1IK0Yjtq2HTzX4gWSCaLwx,0.000279,0.0786,-6.107,1,0.0301,117.222,3,0.412
0.178,0.359,302333,0.945,6cg3CWWHTui9KAew9dHIjT,1.54e-05,0.344,-5.176,1,0.0785,137.372,4,0.518
0.0245,0.593,213960,0.693,0UlwTmT01jdFp3BaofARtU,9.54e-06,0.0433,-10.264,0,0.0271,135.747,4,0.917
0.000483,0.563,203013,0.755,75UsTL1zjdugkOWzUawxgP,0.0,0.439,-8.689,1,0.0318,98.54,4,0.644
0.148,0.749,184493,0.685,0YOTzoui98VF8yzW97KMM2,0.897,0.106,-7.128,1,0.0275,134.715,4,0.87
0.169,0.585,184147,0.792,3ky8xUyV2WhoyTXhaQCFaF,4.83e-05,0.293,-9.957,1,0.05,118.807,4,0.504
0.0576,0.381,233040,0.76,4TQVvM54wzZctG9Z1KOHQU,0.0005,0.444,-7.179,1,0.0497,187.41,4,0.664
0.284,0.504,196107,0.778,32jtOffegegM1kQ2qdG0ih,0.0,0.433,-10.957,0,0.0483,136.108,4,0.721
0.444,0.537,191027,0.739,1Ceca592AsXs7yZUABdhBW,1.01e-05,0.111,-9.719,0,0.0348,133.374,4,0.727
0.0531,0.709,192467,0.79,3TK5wUTKTBJZ8GqhedjTtv,0.000304,0.167,-9.435,1,0.0714,124.355,4,0.847
0.914,0.553,225560,0.674,792cheWXlD5GTmDi4xUC1U,0.349,0.359,-7.974,1,0.0323,82.537,4,0.896
0.224,0.671,197307,0.676,0YMDhMrTpJu4EzKjxl1IAl,0.000183,0.302,-7.454,1,0.0316,122.28,4,0.892
0.159,0.508,147693,0.943,50MPiS7a2bjyJ7mYxpbVvm,0.505,0.145,-5.753,1,0.0367,144.788,4,0.924
0.000139,0.433,205000,0.89,09rrPHOpdeBKQyHtG9Hihk,0.24,0.233,-5.253,1,0.113,140.82,4,0.737
0.00857,0.447,242124,0.933,7aT34NLHqsLlAuOTRKy9EO,0.208,0.117,-5.939,1,0.0684,137.018,4,0.497
0.237,0.746,158040,0.806,38d8mjCyXHmjt2FP6hIDFW,0.0,0.299,-8.664,1,0.047,126.096,4,0.964
0.00508,0.547,278739,0.642,0sJI46SP7kuIDdeziSP8VG,0.0,0.669,-9.295,1,0.0343,130.414,4,0.576
0.672,0.254,233533,0.38,1SIkhPlc1y9KfA0I1zGEN3,0.0,0.379,-13.806,1,0.0337,168.496,4,0.408
0.017,0.646,214400,0.831,6K0kK40E7PA2i9LsGmVCfK,0.91,0.422,-6.011,0,0.16,133.431,4,0.593
0.17,0.571,193622,0.763,04vzKizPm7ZAQ8WOE11hNQ,1.33e-05,0.4,-8.836,1,0.0342,114.199,4,0.59
0.0786,0.705,235943,0.366,77fwXUk285bIW7UYiPAAoZ,3.56e-05,0.0865,-13.775,0,0.0273,104.011,4,0.905
0.121,0.371,174600,0.635,2zvrP3VFdinWgM69HXfgyI,0.000673,0.435,-10.556,1,0.0475,123.088,4,0.529
0.619,0.237,168560,0.608,6JgrTw5Ai42k2NHjrsfxow,0.0,0.145,-7.788,1,0.0508,202.429,3,0.561
0.741,0.266,218867,0.39,0tvaw7IvKlhWbfg0l8rBUm,0.0,0.131,-10.338,1,0.0426,191.043,4,0.564
0.394,0.387,502160,0.572,26uVP8g7Uijo0zuN22De3x,0.747,0.0851,-12.565,1,0.0483,121.796,4,0.399
0.0337,0.597,173560,0.67,3rwbdGXsLgQE5FtPwuBOAe,8.63e-05,0.0725,-10.697,1,0.0294,174.691,4,0.708
0.13,0.598,340742,0.676,5MMnwYs0hIxkENRsbkWJ2G,0.225,0.112,-9.211,1,0.0279,114.169,4,0.805
0.0232,0.859,203320,0.706,3ytmCXTXm2AYaeubeC6ktV,0.376,0.0919,-6.738,1,0.042,125.241,4,0.978
0.00455,0.398,256773,0.686,0tOCULBiOd2RcRSM2kJNhr,0.0234,0.301,-12.142,0,0.0418,158.32,4,0.694
0.414,0.588,190480,0.457,0RQkSDVJV3cM3m0mdGw5mQ,0.0,0.134,-6.896,1,0.0257,145.95,4,0.564
0.576,0.572,144646,0.504,66mXjg5LxuZNS5yngIX4Dv,0.0096,0.175,-16.833,1,0.0346,118.284,4,0.94
0.364,0.749,188773,0.824,7HPjOwM3Ums9MBo9pn4wGN,0.0,0.243,-9.752,1,0.0892,130.809,4,0.941
0.32,0.624,242707,0.748,4fDg7BCqpalASqTuWzssQX,0.0,0.0499,-5.462,1,0.0388,134.191,4,0.816
0.18,0.423,210813,0.453,0CiZ3Ieo3FhmKW1hEzH71c,2.13e-05,0.842,-11.006,1,0.0336,116.148,4,0.438
0.446,0.802,181307,0.592,2CzW9mCCOtxVbZg2JV4jcl,0.0,0.163,-13.516,1,0.316,115.304,4,0.84
0.706,0.697,182240,0.676,1O0xeZrBDbq7HPREdmYUYK,0.0,0.0824,-10.742,1,0.0402,148.072,4,0.852
0.471,0.752,174320,0.676,6paMKv3tWu73cJZ1PSQZtF,0.0,0.0389,-4.414,1,0.0414,124.083,4,0.686
0.124,0.691,275160,0.74,6Z9yTVuVL0Gp1OEfYq0CQe,0.000123,0.122,-10.052,1,0.0298,140.38,4,0.964
0.358,0.36,330347,0.643,3kxO7SMa0VEIE80gjLh9i0,0.00182,0.108,-9.419,1,0.0428,84.524,4,0.289
0.00424,0.567,268693,0.78,5JWecd3i7N4ijif6YbpYoi,0.0462,0.158,-11.491,1,0.0463,140.465,4,0.504
0.000123,0.249,208627,0.939,5nAljsLDD9qFm4Sncrkunn,4.24e-06,0.214,-9.152,1,0.259,156.994,4,0.233
0.00878,0.504,386707,0.719,4Zau4QvgyxWiWQ5KQrwL43,0.00149,0.075,-9.155,0,0.0431,102.144,4,0.177
0.533,0.542,164573,0.433,6jwv3RdQuL3jk9kxIPB5k5,0.00194,0.178,-10.35,1,0.0334,119.313,4,0.69
0.994,0.417,156320,0.346,65V70T7BxZiuU8D8DrlEMG,0.219,0.65,-14.617,1,0.0434,78.64,3,0.463
0.26,0.347,191493,0.433,0H06kL0mNCE9eSA2mRERBM,0.000413,0.278,-13.206,1,0.0882,77.246,4,0.202
0.653,0.578,145053,0.525,3vaBTaDimZdK0KqSRmCFZ1,7.87e-05,0.173,-6.903,1,0.0273,99.123,4,0.464
0.795,0.638,225373,0.464,7oStbn2UzIfOv9CKeRWTws,5.29e-05,0.167,-8.671,1,0.042,126.637,4,0.684
0.524,0.527,172160,0.702,1IbElKiARztcn0HvvKP28Z,1.43e-05,0.0833,-9.271,1,0.177,170.565,4,0.611
0.29,0.846,483640,0.913,6T0zdOkIHgapgfvtsuNjNm,0.0,0.242,-9.005,1,0.0846,111.994,4,0.727
0.0616,0.49,232153,0.673,1qrLgHBCijtFtlIBUeqQBa,0.0,0.25,-11.394,1,0.057,138.562,4,0.832
0.67,0.429,272000,0.554,6oD0TvHIYmObKNl5Mz05ri,0.000152,0.105,-6.128,0,0.0291,136.302,4,0.407
8e-06,0.262,156627,0.836,6qn5Ysxo9H4z4QgEvwg1SK,0.343,0.279,-7.243,0,0.0963,160.555,4,0.463
0.127,0.914,233067,0.622,60P9os5vm65w8Qpqcxkm8B,0.00231,0.0582,-8.026,1,0.0421,117.612,4,0.715
0.106,0.6,147227,0.757,5ZKTIv9AFb4HAio1zHhIp7,0.000154,0.0809,-7.205,1,0.0399,105.638,4,0.375
0.651,0.237,254253,0.324,6QjXyVMsR1QvGaKiPEhDFv,3.74e-06,0.205,-12.474,1,0.0319,97.838,4,0.386
0.518,0.394,220333,0.498,1akAU7UGXB0Siw36vdvACi,0.0521,0.387,-10.321,1,0.0383,141.816,4,0.371
0.0273,0.577,233000,0.426,3HxioZBd1SVRitINIaFy7C,0.00252,0.11,-16.794,0,0.052,87.461,4,0.719
0.854,0.422,198587,0.385,0LT8A28vJwruPIzMEgXgkx,0.733,0.232,-11.587,1,0.0259,91.102,4,0.393
0.0152,0.442,190751,0.881,0Mxo6w8hWMwDN2C0eygceO,0.000271,0.0514,-8.917,1,0.0429,163.875,4,0.93
0.0321,0.445,228577,0.731,6zEKb3oYf7hEHc97JabQzi,0.0,0.382,-9.995,1,0.044,127.359,4,0.745
0.189,0.701,264413,0.793,5NkT6DT4gJEFG70HLxbo6F,0.000111,0.246,-6.123,0,0.0439,122.697,4,0.603
0.436,0.453,217932,0.605,7inlHbdjkLgXSEZlBLW3T0,0.0,0.0833,-7.58,1,0.0597,170.258,3,0.915
0.427,0.285,279960,0.465,6UrBV1klsmshg4ThK4YCYo,0.0137,0.346,-11.538,1,0.0443,168.409,4,0.414
0.757,0.657,150360,0.756,5CbSKFHtoheVWjXd1TnCEN,2e-06,0.197,-7.309,1,0.0878,107.837,4,0.868
0.299,0.637,159027,0.447,06TCWUDofOYn88btJ6bgUB,0.0,0.108,-13.964,1,0.0688,84.549,4,0.65
0.00217,0.622,241787,0.755,6N009Ux12RwA86twRdpq6s,0.000491,0.048,-10.355,0,0.0682,108.766,4,0.849
0.277,0.47,189547,0.673,7CdWWPMY7ikS0GLZewW6oe,0.0,0.406,-8.887,1,0.0266,80.993,4,0.893
0.765,0.489,201693,0.366,5UQkeBzkvJXq2fMae4Qpcp,0.0,0.16,-11.879,1,0.0307,59.806,4,0.485
0.00157,0.643,233413,0.765,5DPVU9xTKDC2CizYp5WXT2,0.00977,0.169,-8.602,1,0.0933,137.979,4,0.868
0.332,0.787,229068,0.638,05JZ5FjuflMEY9uq5ogBYF,1.18e-05,0.181,-12.127,1,0.0673,107.488,4,0.4
0.0313,0.491,202120,0.765,5fM2kCMmNzRN70eFDrxCTv,0.00606,0.288,-10.928,1,0.158,125.292,4,0.809
0.209,0.741,223733,0.869,78sN7cy7OIrrrPG95K14d6,0.0,0.0627,-7.786,0,0.0321,127.071,4,0.964
0.723,0.508,187867,0.362,6GeWZVrbNw4qOWZYY0VKdQ,2.86e-05,0.287,-12.331,1,0.0298,133.61,4,0.362
0.0909,0.703,226693,0.846,0dEAEf91tqOA3rm1YGS6uI,0.000909,0.114,-10.223,1,0.0403,125.111,4,0.779
0.0037,0.409,229160,0.807,6kbOM1lp2na4rJu0964R3m,0.000232,0.0899,-10.133,1,0.0745,94.131,4,0.597
0.434,0.603,281067,0.509,1OkDLYSHraLYrClG4Q0AQX,0.0,0.163,-11.558,1,0.0462,164.071,4,0.712
0.602,0.681,223733,0.54,598YLaOtePkyBNeBNl9s99,0.0792,0.216,-10.735,1,0.0441,87.805,4,0.819
0.035,0.579,239680,0.853,003PHXi7jaoBpbudNTJK6w,0.000949,0.134,-6.111,1,0.0355,152.178,4,0.716
0.319,0.623,195307,0.91,7cy1bEJV6FCtDaYpsk8aG6,0.000448,0.081,-8.448,1,0.0384,145.624,4,0.745
0.5,0.399,185707,0.636,6GtjU5Jq5PIug0ruJ4ylI5,0.000398,0.277,-10.117,1,0.0352,128.324,4,0.686
0.224,0.695,235200,0.724,479mjGN9qjXPgAWMhxvBIx,0.0001,0.316,-10.938,1,0.0294,110.828,4,0.828
0.0403,0.683,181000,0.783,668bBAlbIWfsVKoFDXQGQB,5.37e-05,0.08,-8.916,1,0.0414,125.172,4,0.768
0.565,0.566,377747,0.673,4sFbojhVXQv7dBC9PVCcRn,1.13e-06,0.0438,-10.814,1,0.306,114.385,4,0.583
0.84,0.335,230667,0.577,3Qg9s37N3STHMWFC8MTAMg,0.0106,0.13,-5.348,1,0.0339,98.325,4,0.506
0.806,0.379,178840,0.343,4Hbj7GnBASAS6dUmsIMD6q,0.0,0.104,-12.993,1,0.0385,184.301,4,0.694
0.437,0.589,160467,0.556,6Q1tkzyP1WaqjRKxP4rL3f,0.0,0.162,-10.163,1,0.0307,104.371,4,0.966
0.257,0.545,267493,0.952,3dwvT66ZwtwlIZl3IISe6X,0.0,0.115,-6.089,1,0.0861,137.96,4,0.837
0.388,0.481,229520,0.3,2nmBKgK0SYt5cnFpfWOh0W,0.000136,0.314,-14.097,1,0.0292,108.649,4,0.611
0.365,0.596,264504,0.448,371VkfwKiXJxgH5ZPoQNHD,5.3e-06,0.206,-9.616,1,0.0396,83.293,4,0.796
0.0155,0.617,239760,0.696,1hwN2eAwsXgktvw9Qe8TrP,0.000199,0.108,-12.739,1,0.0282,111.136,4,0.9
0.374,0.459,202920,0.819,0ez1djqlfaRqS0aJ66maIN,0.0,0.351,-6.214,1,0.0402,76.816,4,0.915
0.38,0.679,192080,0.686,6Csej5gCsBDcz5QHGcDa4Z,0.000322,0.303,-6.909,1,0.0372,116.777,4,0.88
0.0374,0.325,185208,0.591,0OZf47NdBKRoMqngNxgLK5,1.89e-06,0.12,-9.697,1,0.0347,164.406,4,0.334
0.0609,0.275,160480,0.65,3Uq6lDgHBPUrE8OAJ3P0hi,5.6e-05,0.299,-4.515,1,0.0388,114.229,4,0.688
0.422,0.66,253655,0.91,3Z5E0vrgMOi2rgl3zjPZ4I,3.63e-05,0.169,-8.621,1,0.0882,125.085,4,0.816
0.165,0.597,232907,0.842,62WH1RREikUwKXatS8N20g,0.000192,0.0951,-7.023,1,0.148,109.799,4,0.706
0.229,0.304,302093,0.257,0xzDM39CgD046qJABbVDBW,0.0,0.1,-12.639,1,0.0378,185.246,4,0.0643
0.109,0.354,235267,0.421,5EvTUMww2nqBhnOb0WvdMy,3.36e-05,0.0961,-11.585,0,0.0323,149.493,4,0.314
0.187,0.591,191827,0.883,3PRHI2zQ6ExxrRNKRKbHzM,0.0,0.466,-7.599,1,0.0534,125.53,4,0.832
0.829,0.407,284800,0.358,35fC3Wq3slX4OBfyvBVmHm,0.424,0.0827,-12.908,0,0.0343,92.292,4,0.267
0.639,0.432,219533,0.456,2EGH1wX4g8uzjpVDzL1f2U,5.97e-05,0.35,-7.966,1,0.0291,126.702,4,0.448
0.259,0.778,199667,0.575,1F6A8AHmzEyzPSrEc9aumd,0.0,0.0645,-7.241,0,0.358,78.142,4,0.811
0.689,0.593,161933,0.47,0ELRL4uQ72zFdkaKAKAKAT,1.25e-05,0.66,-11.779,1,0.0297,110.178,4,0.709
0.819,0.584,238173,0.501,1eLA286VQW9Ilwhb3onFI0,0.0293,0.662,-8.986,1,0.0353,122.853,4,0.811
0.15,0.459,183227,0.602,5871Of6ieAjfl6eMH0doXO,0.0,0.161,-10.549,1,0.0721,166.241,4,0.781
0.532,0.457,253267,0.361,2WmXvFd8CVz69fQ6Tco0FL,4.31e-05,0.0831,-12.06,1,0.0295,92.645,3,0.337
0.679,0.252,420653,0.238,16889jRQ2uzOeDSHaMRLIw,0.00357,0.0663,-14.212,0,0.0348,140.023,3,0.21
0.215,0.494,198040,0.543,1sGLIrexOyJFX2PpVcBn0b,0.0,0.118,-10.771,1,0.0926,81.662,4,0.712
0.4,0.678,191688,0.641,4TCpitwVFIIy28JaY0CUVv,0.0,0.146,-7.312,1,0.0333,131.296,4,0.663
0.0115,0.45,190267,0.938,2XiMkYvBVIzqnZQFF6Kuzw,0.0401,0.276,-5.354,1,0.0388,139.614,4,0.791
0.168,0.412,238093,0.768,6jIKlJaCbvGMUBpRViFrSD,2.83e-05,0.206,-8.418,0,0.0425,125.285,4,0.885
0.292,0.409,253267,0.833,3QmUhaY5KZiOuaUH8H71LG,0.158,0.161,-9.994,0,0.0397,132.233,4,0.428
0.476,0.572,192827,0.482,63tF318GLU3iaQJEJm0Uph,0.00255,0.155,-7.681,1,0.0271,121.666,4,0.383
0.866,0.559,279307,0.154,50qeyjcaUlCHABv4E8EkWW,0.0,0.114,-17.266,0,0.0748,138.765,3,0.21
0.00544,0.402,247680,0.863,6OQi5RoGbg56myIwV43HEl,0.686,0.743,-6.546,0,0.0993,130.712,4,0.412
0.901,0.328,177960,0.489,4h9HDb0iiS2mVs4gJ1aZTw,0.000482,0.114,-11.015,1,0.0439,167.923,4,0.506
0.127,0.579,280093,0.477,6UaocmOO1bO7YwfHv9Kqcy,0.0,0.0974,-8.539,0,0.0367,89.724,4,0.537
0.426,0.434,176440,0.657,1c8ufSwZhNNuCZdzOhuPaH,0.0,0.322,-6.175,1,0.0349,109.565,3,0.358
0.108,0.63,176200,0.656,1eWCqSQPMJo0tIyLZLb28Y,0.0,0.181,-9.321,0,0.0387,117.843,4,0.653
0.476,0.46,152800,0.383,7ytFb8hieYaSqjshSdnclP,1.04e-05,0.078,-9.88,1,0.0267,111.947,3,0.369
0.176,0.466,195387,0.493,7ncFGO3tZLLl0uR7xql84s,0.0,0.107,-10.309,1,0.0589,114.563,3,0.697
0.641,0.173,211067,0.337,6Z0CRd8muKc4dZ2p2ELFwL,0.0,0.107,-15.307,1,0.0316,48.406,5,0.484
0.00785,0.402,221867,0.534,7dLzlLYDValORYKOWcHZNE,0.000105,0.101,-8.69,1,0.0341,129.614,4,0.463
0.445,0.584,246427,0.759,6LhXQZ3tyooLASS2yJa5oe,5.27e-06,0.166,-7.375,1,0.0917,141.082,4,0.748
0.539,0.334,239840,0.4,33wy3R6dHubgguebI9S8YR,0.00402,0.267,-11.388,1,0.0337,70.925,3,0.549
0.49,0.677,275747,0.721,2svNxzjcNhy1U9JhaxAaQa,0.00185,0.435,-7.172,0,0.0318,118.284,4,0.78
0.0246,0.603,198333,0.434,1BA0MghfqYK3GzMfzRRHJ0,4.86e-06,0.316,-13.174,1,0.0333,128.629,4,0.704
0.643,0.416,207560,0.191,6n3VD8CbR307p1e4RECHHb,1.33e-06,0.116,-13.184,1,0.026,82.088,3,0.286
0.713,0.357,158827,0.249,2e3z3psAcC3YGN53gQxMil,8.64e-05,0.0843,-14.27,1,0.0293,150.067,4,0.23
0.00373,0.666,197200,0.593,2v5kYpbJ5RUAm3HIiOZeXB,0.109,0.347,-7.164,1,0.0284,119.601,4,0.853
0.0338,0.431,169596,0.681,5TbOB1yVo6NqFt6Rqne9Vg,0.0,0.387,-9.177,1,0.0337,132.112,4,0.736
0.621,0.41,182571,0.668,50HbnMLnOrXu7duahLQrmh,1.37e-05,0.137,-8.469,1,0.0492,119.621,4,0.649
0.0731,0.557,236480,0.822,2IkEyhVYEw0sP6pNcF0SuC,0.0,0.112,-6.61,0,0.0852,127.866,4,0.536
0.335,0.401,183252,0.745,7M0VlEKwtkbk27btAY2qtk,0.229,0.0825,-12.108,1,0.0313,191.815,4,0.963
0.44,0.399,298200,0.547,6QCeAoj0jn01KWpdZbjr9U,0.027,0.0764,-9.617,1,0.0449,94.495,4,0.525
0.48,0.45,244600,0.483,4MbBijWxY2merIDNbNO4so,0.0,0.134,-9.755,1,0.0274,95.999,4,0.388
0.00377,0.743,175015,0.772,5xHXoFlcfSTFtq1kGEooGT,0.0413,0.285,-8.98,1,0.0307,127.988,4,0.974
0.233,0.434,232724,0.511,6kmFUdApA5XeNixSkm4etY,3.28e-05,0.172,-12.593,1,0.0398,195.962,4,0.96
0.702,0.566,162867,0.409,5kXmiepRVuKhhz0SxyCVeL,3.36e-06,0.101,-10.379,1,0.0265,103.233,4,0.458
0.41,0.647,146480,0.582,4gphxUgq0JSFv2BCLhNDiE,1.93e-06,0.0715,-9.538,0,0.0755,167.396,4,0.915
0.366,0.674,155547,0.692,28w8xYltBMPKAozFlIg3ce,3.93e-06,0.431,-9.785,1,0.0448,126.713,4,0.96
0.259,0.436,187800,0.939,3spbX99eKsmk5LfyBKq6x6,0.962,0.087,-9.806,1,0.0471,88.061,4,0.28
0.416,0.522,178533,0.771,7rLuhv76F0qvISOrFkYYxN,0.0,0.284,-7.736,1,0.0763,168.254,4,0.844
0.846,0.803,256688,0.332,2Sx1e1PZjmpBXS6kfF2DUx,0.0,0.287,-14.738,1,0.0463,119.558,4,0.899
0.0442,0.696,279547,0.641,2Eg09VTXYLvUx9dIzL9S2E,0.0271,0.302,-8.633,1,0.0309,126.97,4,0.749
0.049,0.469,213520,0.951,3fkGBJpICw9zqateHbV2Eg,0.00706,0.919,-5.093,1,0.194,136.397,4,0.424
0.559,0.592,265133,0.9,4Omcq3Xh0kMlapeSnYcTGm,0.0358,0.195,-8.302,1,0.0488,141.785,4,0.861
0.432,0.502,183640,0.843,0h69SF6Hry0ik0wI8koD9a,0.165,0.627,-6.76,1,0.0669,145.243,4,0.691
0.596,0.716,249227,0.587,13tnv0a8pXDcnvn1W7gCCO,0.000133,0.0827,-8.918,0,0.0323,113.258,4,0.964
0.46,0.75,151126,0.719,2iwYJ00I30FKB8ZUICu379,0.0,0.057,-15.772,1,0.0747,82.559,4,0.476
0.655,0.472,210787,0.616,67lZOGGWKuhycNfYXCHdIe,0.0,0.267,-7.229,1,0.0424,170.882,3,0.806
0.16,0.61,179467,0.826,6NkE9XTh69ciU4tcSIcTd5,0.00485,0.76,-9.287,1,0.0531,141.157,4,0.804
0.526,0.688,145707,0.76,7bgtE0OW1SWdiBUCjCWKFR,0.0133,0.136,-8.715,1,0.0665,105.663,4,0.546
0.137,0.524,207133,0.523,1MXnMdktScmuPOWhXe9kHw,0.0,0.133,-9.957,1,0.0338,147.059,4,0.402
0.773,0.527,166766,0.698,0cx4IjYw6Nz92bpZ4i6QJB,0.0,0.0848,-9.323,1,0.0688,182.759,3,0.804
0.00139,0.492,228840,0.787,4Vim85sxgBVAizBL0zmNNH,0.00054,0.264,-8.035,0,0.034,127.513,4,0.724
0.242,0.279,257107,0.473,6yLIqXX9edg1x0HZS7cZEv,0.00164,0.158,-8.375,0,0.0309,167.792,4,0.246
0.392,0.668,217933,0.576,2xSoPWEiaL3FLjGzvHLpDu,4.66e-06,0.0507,-11.856,1,0.0499,99.057,4,0.914
0.145,0.888,208933,0.899,2ZKgXTUVWg9wHc888YAsXw,0.0,0.0619,-8.082,0,0.0411,121.455,4,0.969
0.00262,0.469,208547,0.677,2oU5BZORGs5rT6SmJTvvTa,0.0,0.692,-5.802,0,0.0315,148.942,4,0.527
0.378,0.478,212533,0.394,7ia4kfrJUOmMshznbG73YA,1.13e-05,0.135,-10.487,0,0.0537,154.996,3,0.608
0.928,0.401,231480,0.22,2ROiPg9jMp8ywXYhxqVCHP,0.264,0.125,-16.117,1,0.0291,87.599,3,0.18
0.288,0.598,201720,0.718,13psk1RRUOKvVqU0RCpW36,0.0,0.115,-7.167,1,0.029,138.229,4,0.864
0.597,0.51,246560,0.762,0TtppWadtcA0mU7ulxILxV,0.0284,0.615,-7.366,1,0.037,171.194,4,0.934
0.0823,0.615,290667,0.804,2NsVzUzQLSJQydEoLS1v7f,0.0,0.085,-11.04,0,0.0752,85.164,4,0.932
0.0381,0.665,169693,0.629,4MAxWahEbzU8m4bD6mSZg9,1.84e-05,0.0637,-12.852,1,0.0441,124.265,4,0.856
0.672,0.727,181427,0.73,4h10tgbBbZtfwDaBes3C67,0.0,0.291,-8.489,1,0.0333,121.034,4,0.961
0.305,0.541,164213,0.75,5QrVWKq7LdC3mqfQNHmNFa,0.0,0.1,-8.057,1,0.0272,99.579,4,0.866
0.0678,0.576,213520,0.943,3vHjYO1qvXmF9kzOYCnCY3,0.811,0.0819,-10.129,1,0.0396,119.125,4,0.719
0.0592,0.541,224733,0.587,2HeiWgmucuLxMqi8g45mav,0.0,0.135,-13.461,0,0.0431,118.77,4,0.789
0.000883,0.315,145267,0.862,65fr16nwrsdjPpubrbwjdv,0.946,0.0761,-8.014,1,0.055,151.493,3,0.908
0.172,0.731,205933,0.804,7GVUmCP00eSsqc4tzj1sDD,0.00028,0.0685,-7.621,0,0.0473,107.383,4,0.957
0.000125,0.189,233480,0.686,6z9faPMqjm2RzobPmeDNt0,0.626,0.0753,-11.676,1,0.0456,164.219,4,0.649
0.0352,0.789,363093,0.721,69sVe8hHxtVa6XTqdK3zgI,3.32e-05,0.0928,-8.304,0,0.226,88.797,4,0.819
0.0991,0.528,230413,0.914,3jDNListAzNuR5DNpbjXoA,0.0,0.468,-7.233,1,0.102,93.33,4,0.745
0.00125,0.586,248267,0.614,3qyCIRpbrHHkGfMsEdZJst,0.779,0.229,-10.643,0,0.0311,97.096,4,0.746
0.0251,0.568,227853,0.94,2IvYUTsRCivlheereaqACw,3.77e-05,0.177,-6.089,1,0.203,135.541,4,0.35
0.209,0.635,274747,0.686,2EC9IJj7g0mN1Q5VrZkiYY,0.0176,0.282,-15.648,1,0.053,125.988,4,0.464
0.093,0.75,167707,0.519,7k8Bu2snPqfCeE2MBQBeMN,0.471,0.261,-8.052,1,0.0588,93.209,3,0.825
0.576,0.542,178097,0.595,2k3b3uzuEQJLmSV9BlSZTM,0.00556,0.344,-10.944,1,0.0337,120.645,4,0.777
0.553,0.692,203920,0.553,2ch9sJo62ctT2meP4xz6pd,0.0,0.129,-10.977,1,0.0287,101.256,4,0.857
0.0889,0.593,165720,0.911,0TvB9fkf3Ne2x0UaDIzyj6,4.34e-06,0.176,-7.954,0,0.168,132.367,4,0.56
0.0669,0.453,208800,0.894,2S0danZ0pVztUqKciEig2v,0.000496,0.107,-6.139,0,0.0746,115.623,4,0.371
0.149,0.707,222347,0.854,7kllQQPam6HumbUCIPSvHJ,0.116,0.0987,-8.231,0,0.0286,114.021,4,0.96
0.941,0.551,149307,0.248,3GDLtXFmD1He894ANKjHi9,0.00245,0.688,-18.057,1,0.0595,100.005,3,0.286
0.762,0.484,176352,0.458,36ZnMUDoSrGUV8moDcilOF,4.44e-06,0.198,-9.868,1,0.0389,177.23,4,0.734
0.0887,0.331,620747,0.733,6XOmNc5LCbe0fIhgE8mMmD,0.00174,0.947,-8.671,1,0.0468,128.512,4,0.38
0.0804,0.663,185467,0.448,7osFLVT6a091wpdCfM9JlQ,0.00754,0.0551,-21.245,1,0.0378,105.074,4,0.808
0.188,0.575,225813,0.372,25OUYwzoPLOeGn9WGquwJx,4e-06,0.312,-12.342,1,0.0581,131.78,4,0.881
0.0321,0.49,195917,0.742,2thI43tHZtflRleLl0jsWi,0.000247,0.0939,-9.016,1,0.0289,129.808,4,0.888
0.0441,0.396,200800,0.68,11jo35p789bM78wgXtl6Fx,0.00257,0.0929,-11.159,1,0.122,156.347,4,0.757
0.446,0.697,209907,0.503,6EgS83ApEclr0szBO7zBxd,7.93e-05,0.566,-11.663,1,0.106,97.363,4,0.733
0.261,0.547,172867,0.82,6Ac4NVYYl2U73QiTt11ZKd,0.0,0.3,-6.728,1,0.0805,118.208,4,0.933
0.0703,0.597,197643,0.505,6sQGEYR9TpVGhf0zBL0f9D,2.57e-05,0.079,-16.512,1,0.0286,133.017,4,0.936
0.85,0.472,174827,0.338,4NRFiS0pHjTFDjOm1LWTZj,0.000221,0.0761,-11.196,1,0.0273,85.66,4,0.522
0.0959,0.493,223573,0.739,36OJu5N1Aflla55Vw7xOI1,0.0,0.526,-8.403,1,0.0352,137.934,4,0.832
0.11,0.628,179640,0.609,6K7R3qoYyVw0NADAI783ui,0.0,0.121,-11.153,1,0.0343,121.465,4,0.929
0.0306,0.521,190440,0.525,0o5bEJ35yL8cX7UkHDxo1w,2.2e-05,0.145,-9.581,1,0.0463,150.392,4,0.495
0.0125,0.703,304040,0.595,0UjbqQK07aPF3Cn086sALt,0.0128,0.0537,-13.707,1,0.1,124.14,4,0.838
