acousticness,danceability,duration_ms,energy,id,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence
0.129,0.769,175747,0.662,2O5MugeVVDlVs4ThMCy1Lm,0.00102,0.0814,-7.238,1,0.0319,104.104,4,0.863
0.322,0.43,205947,0.673,6OWCTNnJxk4m674JiDSNbm,0.0041,0.316,-5.912,1,0.0647,118.052,4,0.71
0.598,0.62,471267,0.682,5450ypDR2xGvD9XJ8Z9qXL,3.27e-05,0.395,-7.796,1,0.0378,139.872,4,0.395
0.0506,0.622,231667,0.723,0y7Xf4d6snUqmMFrCTD3ql,0.00486,0.0961,-7.471,1,0.0428,165.0,4,0.38
0.311,0.588,268693,0.683,2ml34OiH9fNXFS9bS5Q6in,0.0,0.0928,-6.992,1,0.0295,77.007,4,0.656
0.553,0.418,401053,0.596,0hrh211HEFDbqIpG6znlwQ,0.0,0.224,-8.814,1,0.0368,171.025,4,0.283
0.378,0.336,237080,0.47,3OwtuzRo8mc7lgsBau9MWk,0.00332,0.0953,-10.541,0,0.0319,154.649,3,0.163
0.0275,0.75,264493,0.739,7F4b4327TVVxloXy5dGCiX,1.71e-06,0.0558,-9.993,1,0.038,106.39,4,0.911
0.29,0.593,336160,0.425,3Klfd4rsRO53fYpxmdQmYV,1.34e-06,0.167,-9.775,1,0.0288,110.208,4,0.268
0.0026,0.757,222311,0.815,4Ge4nSVlVMYJo1Pt0Q95yg,0.346,0.0373,-9.212,1,0.0726,128.1,4,0.344
0.0175,0.342,258933,0.833,4O6g6F9p8GnIOIIKIgFytQ,0.0,0.0768,-8.899,1,0.0392,175.841,4,0.579
0.345,0.297,211387,0.853,19k40DdMmWebpXCb3MBobd,8.75e-05,0.747,-4.736,1,0.0537,131.761,4,0.414
0.117,0.527,233400,0.533,0GaeWNE62lSviznfZU3MzS,0.0,0.132,-8.751,1,0.0297,140.062,4,0.274
0.479,0.601,281067,0.545,0Fb8sdyNluLawg08N1zs48,0.000224,0.0975,-9.972,0,0.0311,89.79,4,0.234
0.231,0.523,262533,0.397,05Tv2VNQjNgxJESb14ilf6,2.56e-06,0.108,-10.106,1,0.0278,137.966,4,0.117
0.344,0.237,237707,0.549,4skmFLGjK08kV2W6VADHtU,0.000225,0.11,-9.023,1,0.0289,82.509,4,0.301
0.0784,0.656,204587,0.956,2wz5weI4PREzpexKfrKgwv,0.0247,0.0923,-5.647,0,0.0536,133.713,4,0.831
0.00164,0.695,321907,0.772,67EJJfVy93Hlyo3Z742Ka7,4.6e-05,0.0507,-5.351,0,0.0446,97.298,4,0.495
0.43,0.656,201573,0.429,40Jt7Gswodpx1WNddCpBDQ,0.0,0.158,-7.903,1,0.0307,137.952,4,0.091
0.0116,0.455,261227,0.915,7JPQnsEfbXDNf1fo4djmZF,0.000221,0.304,-4.371,1,0.0474,102.499,4,0.479
0.00517,0.644,283227,0.692,2qF8cLzNvsOkayHqwPaJcV,0.000223,0.106,-5.136,0,0.0266,102.015,4,0.388
0.179,0.458,316080,0.793,1bmtHesFcBaFV2rVRbCIaj,0.0,0.979,-4.509,1,0.0669,77.005,4,0.317
0.0413,0.7,238000,0.593,4MtbnO2jRAtFwMagTAYJwE,4.64e-05,0.0753,-12.9,0,0.0429,99.995,4,0.823
0.482,0.5,406040,0.44,4GCGH6TJ69neckwITeBFXK,0.000112,0.087,-7.521,0,0.0319,138.374,4,0.143
0.216,0.408,334240,0.634,2GSCEBrhHK7ekhETrKDjqg,1.51e-05,0.0903,-6.087,1,0.029,80.25,4,0.139
0.00946,0.459,234173,0.875,2xMNLLXEODdsDLYBQN8T5R,0.161,0.0485,-8.865,1,0.0325,169.402,4,0.257
0.0172,0.684,355333,0.745,2T1vICHeew9AOIT2RTOZFz,0.00304,0.158,-11.227,1,0.0289,135.86,4,0.388
0.205,0.286,272427,0.526,5h1T1hmqmqydUnDgecs59O,0.607,0.35,-7.997,1,0.0281,99.865,4,0.145
0.614,0.748,261360,0.6,1vrz0DFkqeiW1qhNyzoYSd,0.0,0.0359,-8.982,1,0.113,120.095,4,0.875
0.0385,0.731,201440,0.893,6kXFyhFmUPNBWuTus1rrQy,2.33e-06,0.298,-3.786,1,0.174,90.616,4,0.875
0.0054,0.59,218000,0.934,3IFtheoYwZN2EQbsJgWaYP,0.0131,0.122,-5.719,0,0.0528,159.87,4,0.878
0.0235,0.719,254560,0.631,2W2vmNmTLERMWT9XBxm35E,0.702,0.0686,-7.411,1,0.0451,80.126,4,0.456
0.00219,0.491,215017,0.873,3aT2QIjdmRYtq5kpWJh1bC,0.022,0.167,-7.816,0,0.0492,170.803,4,0.361
0.365,0.574,257933,0.238,4qjrCkcVbsYlitCqbBkeKe,1.32e-05,0.126,-18.072,0,0.0476,84.018,4,0.126
0.618,0.459,218773,0.127,59RoNzxRRBYujJHA0eGUlC,0.0,0.0708,-14.191,1,0.0544,128.098,3,0.234
0.0957,0.537,216333,0.85,4Q7fEjeCZgU8oxjbLWrm7L,0.0123,0.113,-10.314,0,0.0712,163.625,4,0.21
0.028,0.711,235293,0.865,2PwSuNbl09wamnBWntgXms,5.71e-05,0.589,-7.866,1,0.0397,110.061,4,0.936
0.0148,0.487,276600,0.487,33vYTVKva9vVQAhtlpHOhm,2.4e-05,0.22,-9.693,1,0.0287,91.413,4,0.0499
0.0712,0.475,265293,0.499,1uWsGPuXunIHwfYACIQZrP,0.0231,0.159,-8.914,1,0.0265,72.388,4,0.457
0.000591,0.707,228293,0.718,24qEgONmkQVjG1ZLDtofmY,0.203,0.256,-11.465,1,0.0426,149.953,4,0.787
0.00299,0.552,244627,0.893,3C2Hgznk2u3DijmCd8FdKT,9.67e-06,0.0816,-5.38,0,0.0491,165.18,4,0.253
0.879,0.672,239520,0.437,1K93wWJCN8MMxIlc4FgG9b,0.312,0.0921,-10.943,1,0.0294,96.679,4,0.426
0.00202,0.758,280320,0.874,5tpVALLHkoSJykjhmE4UQi,0.418,0.0544,-4.804,0,0.0504,125.007,4,0.621
0.625,0.539,183227,0.808,281MUFQzVh0I24vOsCBIDz,0.0,0.0685,-8.036,1,0.101,184.452,4,0.917
0.837,0.42,236173,0.44,21uuEZ2p5S3nImRptmRDCN,0.0,0.108,-9.17,1,0.0358,132.803,4,0.275
0.00214,0.412,258907,0.844,79RUMZfMNMpqZnswovvTqv,0.0,0.134,-5.613,1,0.037,174.452,4,0.459
0.678,0.423,299507,0.43,6lEexSNsP2UZq9x1EETWL4,0.00337,0.247,-12.016,0,0.0397,124.47,4,0.0416
0.0851,0.758,219467,0.875,2rtDTRFjBoqyj2rgi5mOAF,0.0,0.227,-4.518,0,0.0363,112.966,4,0.91
0.209,0.6,253533,0.706,4IYKjN1DrYzxKXt0umJqsG,0.0,0.125,-7.899,0,0.361,173.926,4,0.58
0.179,0.286,230160,0.565,12HWTqP3GWqzyyKrpkhojF,0.0,0.321,-6.368,0,0.032,106.219,4,0.132
0.0458,0.576,135320,0.859,4Ky1F1XbSS2a6v9gdo1Hzy,0.0,0.301,-6.201,1,0.0529,123.956,4,0.56
0.00826,0.715,252307,0.738,0QMHVTnrFTQJoaqmkdsKhT,0.0,0.26,-10.139,1,0.157,97.877,4,0.573
0.551,0.51,242240,0.609,6F7pqBNvYD9lmbhzQm6R3d,0.0,0.289,-8.781,1,0.0427,80.401,4,0.261
0.302,0.518,168067,0.331,5432DTrALeRWjISDKhCO8A,0.0,0.123,-12.779,1,0.0279,146.048,4,0.146
0.314,0.534,411147,0.415,2SzCxX6M6vDwdEwnHDiTaY,0.000365,0.0847,-11.781,0,0.0278,173.561,4,0.188
0.197,0.602,188003,0.955,75CLNW6Goi8LZ6rYGDmfHS,0.9,0.25,-4.338,1,0.0517,171.579,4,0.568
0.0413,0.627,329360,0.942,4zoAbngRwC4OSUgKQKS3ae,0.786,0.339,-5.366,0,0.0528,173.515,4,0.087
0.000242,0.276,287600,0.661,28PA3gq6AeM1JqgNKRqZRf,7.08e-05,0.121,-7.027,1,0.0402,168.785,4,0.321
0.095,0.849,219093,0.46,2pAP4u8SWwdBn9Pf7Kw7Fd,0.00444,0.163,-12.742,1,0.194,102.6,4,0.561
0.0107,0.71,279907,0.83,6rfyaHzJ55LlprxegazuLc,0.511,0.368,-8.957,0,0.0357,126.749,4,0.454
0.202,0.749,221187,0.988,74jTexO94dFGyXGyeu8krd,0.00631,0.17,-5.266,0,0.0387,135.015,4,0.749
0.000299,0.38,203680,0.982,604vBP7GVt8SI6lxFUt3nK,0.0492,0.466,-3.323,1,0.141,180.059,4,0.404
9.42e-05,0.694,362627,0.938,0j04OihIPXTsIpO0pfApGj,0.352,0.364,-5.672,1,0.0346,138.876,4,0.757
0.00631,0.507,310250,0.88,71TbocLnNdYA4tGk4RxCQd,2.09e-05,0.0689,-8.436,1,0.0364,141.302,4,0.851
0.129,0.782,220600,0.851,2osb5aLa9QqM0cxCLzE1r0,0.0296,0.068,-13.504,1,0.0602,130.063,4,0.761
0.0161,0.46,242493,0.873,0uQcP7QVoLvaFsORsdrgNh,4.27e-05,0.255,-7.96,1,0.0602,146.247,4,0.485
0.00655,0.536,208022,0.875,4364jgP655oU33CaltgtWr,0.455,0.13,-9.355,0,0.0366,150.035,4,0.511
0.37,0.693,284693,0.423,64gaTolmXymtP6AA5urDWd,0.0,0.106,-12.212,0,0.074,88.091,4,0.528
0.148,0.463,264173,0.371,2VULat2tU9eCfaFsg1pk82,0.0,0.104,-10.485,1,0.0302,136.174,4,0.151
0.527,0.715,262893,0.492,6tHD5yGlkyh9JunGOiwdVp,0.0153,0.102,-8.936,1,0.177,83.04,4,0.541
0.000352,0.61,242000,0.824,74BmnSR6ECVZdXnl0cPY7a,0.782,0.0648,-7.81,1,0.0339,137.056,4,0.466
0.0188,0.548,216640,0.797,09eaTyfOrlrsZRFK4cU6X3,6.8e-05,0.0448,-8.768,0,0.0455,149.985,4,0.622
0.0674,0.482,366427,0.7,3zAp4C04OwF8wTqvROoZsR,0.928,0.109,-12.077,0,0.0602,126.991,4,0.38
0.565,0.746,176667,0.419,6RfFIHjpdcEdWWAVmCKtIe,0.0,0.0962,-9.753,1,0.0317,111.7,3,0.35
0.43,0.686,321000,0.454,2AtBXRPCZhtIqSGF5ap33B,0.00021,0.286,-10.928,0,0.0328,131.977,4,0.645
0.0114,0.484,321400,0.497,7g5gZWKWTuS8N3OnM2g95g,7.97e-06,0.144,-7.917,1,0.0252,87.541,4,0.384
0.0186,0.615,209933,0.948,5uSV2uPgOVMQ6MiIlHDtv7,6.06e-05,0.325,-6.945,0,0.0983,137.927,4,0.507
0.0189,0.517,210141,0.905,05WDrfaQLOUVmxdrPP7lu3,0.887,0.0894,-5.476,1,0.0364,168.037,4,0.112
0.0726,0.667,248533,0.999,2L5FEDC0MU2a6OEkLjByEd,4.15e-05,0.238,-4.375,0,0.0828,149.875,4,0.566
0.689,0.302,209267,0.327,5zVY1h1jUFLhZ7fLBjMTK7,0.0,0.0962,-11.533,1,0.0342,104.343,3,0.0928
0.00361,0.797,295960,0.812,4bH7Pn2BpR77p9O3jpdOtf,0.749,0.0887,-12.329,0,0.0596,140.028,4,0.576
0.721,0.57,275933,0.752,1KVkpU8vYAMkWgUUf5KVKk,0.0,0.933,-11.584,1,0.0522,116.005,4,0.903
0.296,0.529,279107,0.497,79bPBEgYp03oiBGYyj0LMQ,0.0,0.129,-9.159,1,0.0248,83.023,4,0.413
0.0885,0.519,287507,0.589,4lq4yY0y3XqDQZsx03ITaH,0.0,0.153,-6.005,0,0.029,161.992,3,0.341
0.696,0.785,220813,0.451,0pO9wem4wi61QD2PWFpIJQ,0.00052,0.176,-11.731,1,0.0257,99.997,4,0.413
0.00943,0.425,296040,0.862,1AFCfG17PPf29y3xEW9uuR,0.0091,0.418,-11.661,1,0.0356,180.711,4,0.039
0.0577,0.378,343240,0.688,3RUR13iOUGDc8AGiGS1axh,0.0,0.0941,-7.77,1,0.0354,112.141,4,0.589
0.0166,0.765,266200,0.788,3Y8Ff1nH44jFywAtpgmleZ,0.588,0.0513,-9.896,1,0.0332,126.879,4,0.964
0.382,0.371,258240,0.505,1S1TItTK7HaRDnfj1vZ80Q,0.0,0.115,-9.052,0,0.0314,193.246,4,0.564
0.149,0.598,292733,0.862,105O8e996ZPamajj3E9M0Q,2.35e-06,0.316,-4.709,1,0.0709,105.002,4,0.362
0.0331,0.346,287827,0.916,3ixTiPABjqkBKPocxq6oIe,3.82e-06,0.117,-3.588,1,0.0703,164.005,4,0.249
0.00299,0.744,190480,0.882,4Gm5WFjuihtOo5PFs0YLH5,0.845,0.121,-8.545,1,0.0945,125.992,4,0.859
0.314,0.488,253853,0.453,5gz38AxRkD6Ywxd4fr2pLj,0.691,0.179,-11.562,0,0.0304,138.077,4,0.129
0.341,0.536,215192,0.979,37L7FaD5deVryL9P8wYjlA,6.07e-05,0.0835,-4.54,1,0.0881,172.968,4,0.22
0.0527,0.388,234053,0.677,4kjrHvBGgrRx1X14sK6pnb,0.0107,0.221,-7.262,1,0.0301,175.818,4,0.424
0.162,0.691,208027,0.763,2yZsKCORtOmuEa5GpNnORo,0.0,0.291,-10.214,1,0.0345,105.014,4,0.806
0.000118,0.486,237040,0.687,1YVjTpZRWY5aYwCi42n2oi,0.122,0.386,-10.978,0,0.0276,150.011,4,0.295
0.0271,0.338,387827,0.834,4fzOvzI5W4LLcGfMuQgYqt,0.0,0.0877,-5.312,0,0.0454,131.428,4,0.211
0.000337,0.428,212253,0.874,6ursmCnbc9oDRGa2yHKkoZ,0.0419,0.311,-6.664,0,0.128,119.708,4,0.261
0.00118,0.538,224000,0.972,4lGL5BVERaSd8sTsiR5SaC,1.24e-05,0.113,-2.586,0,0.0638,168.192,4,0.311
0.15,0.586,322667,0.797,6DVF7xZCs6153tuM9NeyeG,0.000166,0.444,-7.888,0,0.0383,121.978,4,0.518
0.000106,0.378,327987,0.969,3nkbXZkMV3TsOwnnITpNuL,0.278,0.701,-5.323,0,0.108,149.927,4,0.259
0.000509,0.712,647040,0.855,4MwWfyBGYeAnlWi5Lk2iTb,0.551,0.103,-7.342,1,0.0415,125.003,4,0.0752
0.0961,0.512,224893,0.929,045fPpx1oRKDpRYrAlFsvn,0.89,0.252,-6.562,1,0.073,168.132,4,0.492
0.205,0.859,284160,0.905,3wuCCNCnBhJlwkIJTBZFiv,0.00825,0.322,-5.539,0,0.129,89.945,4,0.73
0.00325,0.532,279800,0.948,0QwzCPyTv6UnzjAhZZ0CkB,0.449,0.14,-5.153,1,0.0818,141.513,4,0.376
0.73,0.608,240800,0.585,2blXSv7fqBsyK7CdpLOeqL,2.64e-06,0.0761,-6.524,1,0.0253,100.026,4,0.509
0.847,0.29,250984,0.373,07hoGJ3E62DqcZlyjgjsV6,0.00203,0.0992,-7.949,1,0.0299,101.417,4,0.261
0.214,0.779,243000,0.795,1YfKXkN0iFofWBVq2i7dwd,0.0,0.0984,-5.839,1,0.0316,101.97,4,0.597
0.288,0.91,214307,0.681,3aln8WgAUps6efYtdEYxP3,0.00477,0.372,-9.639,0,0.153,115.186,4,0.7
0.182,0.4,217002,0.876,5b9ViM2Qxb0ojnUqMUKUAy,0.0,0.0782,-3.348,1,0.306,79.662,4,0.728
0.573,0.318,301733,0.528,21Mlxppf3NEDsKOdMOpenS,5.79e-05,0.0934,-6.58,1,0.0419,205.963,3,0.226
0.286,0.772,157947,0.933,06eICRFok9GhRifK25a5NH,0.0,0.239,-5.988,1,0.0777,100.074,4,0.564
0.457,0.649,258133,0.531,2aBxt229cbLDOvtL7Xbb9x,0.0,0.249,-8.335,1,0.0363,78.946,4,0.488
0.0124,0.412,229467,0.919,0tZ3mElWcr74OOhKEiNz1x,0.0601,0.424,-7.291,1,0.184,166.367,4,0.572
0.0853,0.718,254400,0.95,4ypMF4LbWGUbnamCqJc5RO,0.00653,0.189,-4.22,0,0.0813,150.046,4,0.878
0.161,0.745,218493,0.948,19wPxzP9Dsv2EeLxfmdiV5,0.556,0.0305,-7.899,1,0.0763,139.615,4,0.731
0.0103,0.32,211507,0.745,3X0Gm78awMjDYuqu053LIr,2.79e-06,0.257,-6.393,0,0.0493,188.78,4,0.504
0.824,0.654,188827,0.55,3CfbTySGo5sxnvbyOQlhDm,3.02e-06,0.0682,-8.368,1,0.0878,101.678,4,0.706
0.000472,0.707,211500,0.943,0Hzv3de9IhwGkyjWL8LBxK,0.000891,0.268,-4.892,1,0.0387,129.085,4,0.849
0.0659,0.7,239133,0.966,6ftncIO5UkUvkid1XDxJ20,0.000234,0.177,-7.512,1,0.0575,125.995,4,0.643
0.052,0.735,324667,0.64,6SaeXxdt0Id6ZzmX0ZGTQK,0.00102,0.345,-7.522,0,0.072,104.444,4,0.551
0.00631,0.715,213093,0.833,3jDdpx9PMlfMBS5tOBHFm9,0.0,0.164,-5.379,1,0.108,95.487,4,0.612
0.111,0.71,262267,0.452,7G2p0N0Coix7AC5iVinTUT,2.18e-06,0.0637,-12.201,1,0.381,175.418,4,0.548
0.00282,0.61,277067,0.991,6PYXzSxoKfU4jpYB4emvL8,0.000785,0.972,-3.554,1,0.0885,109.972,4,0.375
0.106,0.615,229111,0.963,3Q61bZbuZ4xJOXGkISegTF,0.0162,0.171,-7.067,1,0.0441,134.949,4,0.847
0.314,0.614,273667,0.466,1NOeZ7ZIVKMebuza26rofd,0.0,0.099,-9.881,1,0.0327,119.916,4,0.178
0.0325,0.661,238427,0.694,2O7y7BMzGn7uNLnslt5y1b,0.0,0.232,-8.143,0,0.0405,129.038,4,0.671
0.000584,0.325,143133,0.979,2jTGd685DHpxAjluVFh5gs,1.42e-05,0.33,-4.526,1,0.0701,169.065,4,0.904
0.131,0.738,221973,0.864,3ktQWLu1mVhc4GTMrdPLEG,3.22e-06,0.0683,-7.95,1,0.054,103.203,4,0.961
0.142,0.645,316307,0.573,5xG0YSgDMTkLlqksbBPjO6,0.00328,0.0962,-9.421,1,0.0254,102.979,4,0.246
0.0607,0.687,265867,0.755,12FPhpN32Y9AyQIUZIREGo,0.0,0.0873,-6.833,1,0.0259,110.02,4,0.619
0.0416,0.533,274893,0.693,27y5jZCsr3sy4lfno0QMfM,0.525,0.0553,-12.771,1,0.0337,170.674,4,0.0704
0.0228,0.612,241554,0.868,10orskJZtW5o2OChflgwr1,0.00883,0.35,-9.869,1,0.0316,130.692,4,0.535
0.00203,0.591,246107,0.894,3kgJepRrGMc5nq4LbtFg2B,0.000159,0.0833,-6.236,1,0.0651,171.389,4,0.646
0.0477,0.674,237840,0.948,2ZxPLEwZ5F6DdEVh08dqrU,8.06e-05,0.0683,-6.662,0,0.0513,123.94,4,0.78
0.0212,0.69,279693,0.495,0tgegsILhh2yvzekrCxQ4V,9.6e-05,0.0375,-10.6,0,0.0277,136.173,4,0.576
0.245,0.456,228573,0.635,29YBihzQOmat0U74k4ukdx,0.0,0.194,-5.731,1,0.0573,170.652,4,0.293
0.021,0.643,183040,0.905,4nDDVb4jCKw3kazgW7q0Sa,0.018,0.697,-11.096,0,0.0446,163.464,4,0.768
0.448,0.717,268160,0.677,4bZYqwAEBdhIC1jvBbbQO7,0.00736,0.16,-9.293,1,0.0331,126.114,4,0.261
0.0345,0.59,274227,0.943,056lCqmko9I9XAaJ3tXmbP,0.0,0.927,-6.058,1,0.0363,121.792,4,0.653
0.28,0.364,246387,0.894,73I6ItRxUde63sVOva6TW2,0.0,0.964,-5.913,1,0.157,145.426,4,0.669
0.000248,0.568,267933,0.92,2M2XIGKd4sF8GcYteFN9n2,0.0714,0.149,-4.434,0,0.0297,113.394,4,0.719
0.0736,0.777,230387,0.94,6KPMiBhU6O9RBImTQXQNCe,0.0,0.135,-5.315,0,0.0407,113.015,4,0.749
0.0715,0.822,458000,0.678,4naGrUoLU5bWxAS6EKJXcZ,0.889,0.137,-13.85,1,0.0636,127.0,4,0.744
0.0018,0.561,219600,0.98,3gpFz8oAnbKQz83jf17yco,0.000459,0.545,-6.573,1,0.0434,154.038,4,0.486
0.00534,0.726,212973,0.852,4OAP3tBhTudhOJWSbr89PM,2.52e-06,0.0673,-7.976,1,0.0442,119.942,4,0.801
0.509,0.64,306933,0.433,2PsHIonOTmX6bSrzIJSjyS,4.9e-06,0.103,-9.432,1,0.0374,176.086,4,0.25
0.00648,0.503,145093,0.961,4tWL9hUE1892hCBMqBKjpo,0.183,0.138,-9.06,0,0.0606,172.045,4,0.178
0.358,0.81,293933,0.549,5nG6GkBGfZmhSgthtLfUuY,0.034,0.118,-11.095,0,0.208,95.002,4,0.604
0.00419,0.547,236440,0.782,1TsalCyWaBvskeNuWWVoLs,0.917,0.0941,-13.904,0,0.0325,136.082,4,0.383
0.0985,0.716,272813,0.924,09WxJCWFMWAxTHBLLelpDS,0.0,0.306,-5.433,1,0.324,92.022,4,0.786
0.426,0.425,206906,0.93,39pQVKX7Ys0edhXsxhjCzw,0.0,0.49,-4.517,1,0.115,169.94,4,0.453
0.138,0.804,213316,0.955,7ahpzcuIvCZd6SGM5gvN8F,0.000297,0.106,-1.21,0,0.046,124.963,4,0.494
0.123,0.674,193960,0.845,2INczCMlyqbf77eGXUUtJH,0.0,0.12,-4.916,1,0.0342,121.006,4,0.624
0.389,0.718,264080,0.587,3BABzNfmgbdRgKjwBobybF,3.29e-05,0.0984,-6.005,0,0.0797,90.226,4,0.417
0.0279,0.765,298773,0.29,1MAqR81Tz28IIqMJ2KUDAO,1.02e-06,0.571,-17.117,0,0.139,92.409,4,0.506
0.439,0.583,228213,0.622,44jGEBOvMmsL5qTTCeyz4p,2.53e-06,0.212,-7.593,1,0.0277,70.991,4,0.328
0.392,0.596,257227,0.198,6SBx0G3wsRBDK9t20fQXpb,0.00199,0.112,-11.541,1,0.0254,88.06,4,0.162
0.000668,0.434,370600,0.958,7ueCz9j6KFQZvS3vPsacFj,3.1e-05,0.17,-3.334,1,0.13,132.769,4,0.159
0.00772,0.825,215360,0.843,2XDHvjCffnaaHAB41cnGIf,0.000575,0.0758,-4.951,1,0.0366,116.822,4,0.945
0.0117,0.852,267440,0.563,5bJ796cOnGBzSN5bm4mwMj,1.96e-05,0.119,-8.663,0,0.0377,92.112,4,0.893
0.739,0.183,284307,0.348,29CDFNc73eDdlezKHd71Dv,3.69e-05,0.113,-7.94,1,0.0438,58.564,4,0.14
0.182,0.424,285973,0.668,0l5orJ4UauYhiq0pitl889,0.0,0.161,-6.847,1,0.0314,78.502,4,0.442
0.14,0.655,217107,0.822,3GCpEbJzknVdpvx9WI03x3,0.0,0.298,-5.755,1,0.211,171.983,4,0.859
0.0146,0.417,171693,0.849,3VEFybccRTeWSZRkJxDuNR,0.000387,0.0673,-4.199,0,0.0481,94.267,4,0.594
0.868,0.584,290960,0.137,5f7Fxt92gU2yl0NLIotiQZ,0.00283,0.133,-16.267,1,0.0266,90.015,4,0.14
0.0142,0.754,308693,0.816,0JSo53YtKKcJ1GgVf1y3ZS,0.00589,0.694,-7.424,1,0.0632,126.505,4,0.517
0.496,0.559,209627,0.58,4efD7yqyXghzEZtw2HA0CJ,0.0,0.0796,-7.683,1,0.0323,109.857,4,0.75
0.11,0.622,257373,0.829,1DMk6NT8S9KLaYSdXM8EB1,0.0,0.0954,-5.548,1,0.029,110.367,4,0.539
0.6,0.375,258133,0.459,6CB07c6XZ2Rordhze2RQzs,0.0,0.169,-9.239,1,0.0298,72.338,4,0.227
0.0325,0.427,266493,0.337,2nzlgHTbUDzuRtTFoX3qfJ,0.00215,0.0872,-11.38,1,0.0324,114.075,4,0.0849
0.00678,0.569,193646,0.911,6mVnMXsJ4UxdfDM3rPHZ2Q,0.447,0.057,-4.049,1,0.0405,175.039,4,0.259
0.0856,0.679,223547,0.509,5KSJ9k1FYjFLnIRlJT2wF8,0.0,0.438,-7.31,1,0.0617,144.29,4,0.534
0.393,0.615,260667,0.514,69QIVIjPMnI1ABLBqh9P1b,0.0,0.248,-9.759,1,0.0466,175.849,4,0.822
0.0465,0.773,261867,0.877,7wXI1Z6evrwG5ujxmeo57c,4.71e-05,0.0546,-8.46,1,0.0416,124.187,4,0.969
0.0531,0.512,219413,0.937,036gmwIUgumxNxHcay0FUz,0.764,0.201,-5.468,1,0.0467,177.936,4,0.501
0.0139,0.76,184000,0.577,0AwxXvGoYpioYfJeafgvTD,0.0306,0.0745,-7.899,1,0.0339,104.61,4,0.293
0.0938,0.331,244467,0.631,5GCTWrTKl33grNfU3gs1F2,0.0,0.308,-7.432,1,0.042,159.772,3,0.637
0.038,0.491,209412,0.853,36lB3tfz1hlZ2xU7Tx67G0,0.212,0.105,-6.182,0,0.0399,168.007,4,0.143
0.056,0.667,240947,0.698,24s6yppvGO5he6wRwCaGrr,0.0,0.335,-7.35,0,0.119,138.654,4,0.662
0.0447,0.795,162720,0.922,0YDvteCcOFkPX7XtHGE2yL,0.000793,0.209,-5.772,1,0.0483,100.003,4,0.96
0.492,0.721,234867,0.558,6BQNJ0JFKh8sWjQLI6Zudi,0.00563,0.113,-8.8,1,0.0246,96.887,4,0.542
0.087,0.561,203947,0.978,3YqAKZijgdUWi2Guimw7lD,0.0533,0.388,-4.481,0,0.0554,166.867,4,0.486
0.0162,0.633,258577,0.967,5LjYgm65SnyiZCzxLSIsDo,0.0,0.361,-3.954,1,0.0426,93.312,4,0.863
0.0791,0.832,218733,0.838,5fRvePkRGdpn2nKacG7I6d,0.0,0.152,-5.414,0,0.0421,100.021,4,0.965
0.0901,0.542,270400,0.54,1eOCyaSRBdFGofbLYjgGM2,0.0346,0.198,-8.888,0,0.0261,136.022,4,0.33
0.0814,0.609,261667,0.71,0jVppX9XsbM6NVfaIwFDG2,1.09e-06,0.173,-6.749,1,0.038,155.228,4,0.561
0.15,0.662,237067,0.741,6UMDu12pLHwJuZYrtRal3p,0.0,0.345,-6.358,1,0.0263,125.95,4,0.887
0.12,0.596,228240,0.987,4YflM67PYHd4qrwHD5qFrr,0.0014,0.232,-7.168,1,0.119,171.94,4,0.22
0.0301,0.427,230133,0.884,2Avh5LgyS4UCeYbzmgiSg9,0.211,0.109,-8.631,1,0.0905,176.563,3,0.623
0.24,0.875,271440,0.63,42aZFX1bcCDj75ue0KoNSd,0.00011,0.0742,-6.015,0,0.114,91.043,4,0.733
0.0474,0.879,282373,0.564,5PQmSHzWnlgG4EBuIqjac2,9.43e-06,0.0519,-7.682,0,0.247,93.908,4,0.523
0.00106,0.576,456480,0.953,1zsDbmrf4ZkjW5hsSsaDjO,0.49,0.474,-8.968,1,0.0362,140.042,4,0.303
0.101,0.768,173027,0.864,1Je1IMUlBXcx1Fz0WE7oPT,0.0,0.162,-6.145,1,0.0324,110.008,4,0.891
0.189,0.637,320333,0.399,0gfqiSFDDJSZnmJv1EUbRO,3.29e-05,0.42,-11.312,0,0.037,75.319,4,0.148
0.00832,0.5,263720,0.885,1GVXDkz0Ky0LvOBh3u478h,0.000282,0.156,-10.834,0,0.0546,170.674,4,0.0378
0.185,0.72,261400,0.719,2Zy2o49GiiGpxbvAfTQ0NW,0.000128,0.522,-4.571,0,0.0882,88.987,4,0.899
0.652,0.486,317427,0.293,6xqOFLDbyiXJ8FJA3mBDC8,0.000943,0.178,-8.329,0,0.028,99.039,3,0.0393
0.337,0.594,186763,0.966,7kagODDs2QP0jghHtFk6mb,4.3e-06,0.343,-2.955,1,0.125,121.89,4,0.622
0.593,0.339,293933,0.566,6l0totxwYR99geVOYrH3UN,3.97e-05,0.97,-8.73,1,0.0584,122.884,4,0.335
0.0283,0.323,272667,0.453,256gv8gWTVbEI1SIhC5YlO,0.00509,0.11,-8.27,1,0.0265,63.427,4,0.0666
0.444,0.817,229373,0.584,7x7kYJwduClF3I0ozJpNsZ,0.00451,0.205,-9.839,1,0.181,99.932,4,0.504
