,song_id,name_song,listOfNames_song,artist_id,name_artist,listOfNames_artist
1600,1017,"Muny, Muny, Muny","['Muny, Muny, Muny']",499,Daisy Clan,['Daisy Clan']
1613,1026,"Je N'aurai Pas Le Temps (Thema Uit De T.V. Serie ""Mens Durf Te Leven"")","['Je N\'aurai Pas Le Temps (Thema Uit De T.V. Serie ""Mens Durf Te Leven"")', ""Je N'aurai Pas Le Temps "", 'Thema Uit De T.V. Serie ""Mens Durf Te Leven""', 'Je N\'aurai Pas Le Temps Thema Uit De T.V. Serie ""Mens Durf Te Leven""']",505,Franck Pourcel,['Franck Pourcel']
1614,1027,Mary Is My Sweetheart Again,['Mary Is My Sweetheart Again'],506,Short'66,"[""Short'66""]"
1625,1036,De Chinees Doet Veel Meer Met Vlees,['De Chinees Doet Veel Meer Met Vlees'],511,De Butlers,['De Butlers']
1643,1044,Ensemble,['Ensemble'],516,Mireille Mathieu,['Mireille Mathieu']
1656,1049,5th Symphony Beethoven,['5th Symphony Beethoven'],519,Ekseption,['Ekseption']
1244,1053,Welcome To My House,['Welcome To My House'],367,Left Side,['Left Side']
1680,1062,Let Me Tell Ya,['Let Me Tell Ya'],526,UK. Jones,['UK. Jones']
1682,1067,Have My Love,['Have My Love'],528,Pepper And Soul,['Pepper And Soul']
1696,1078,Let The Sun Shine In,['Let The Sun Shine In'],534,Marva Hodge & The Moody Sec,['Marva Hodge & The Moody Sec']
1699,1081,Gimme Gimme Good Lovin',"[""Gimme Gimme Good Lovin'""]",536,Whichwhat,['Whichwhat']
1701,1083,"Let Me Come Back Home, Mama/ Marley Purt Drive","['Let Me Come Back Home, Mama', ' Marley Purt Drive']",538,Bonny St. Claire,['Bonny St. Claire']
1705,1087,Mama Soul,['Mama Soul'],541,The Soul Survivers,['The Soul Survivers']
1538,1114,Een Klomp Met Een Zeiltje,['Een Klomp Met Een Zeiltje'],462,Gert Timmerman presenteert: Wilma,['Gert Timmerman presenteert: Wilma']
1720,1118,Tomaatje/ Tante Nel,"['Tomaatje', ' Tante Nel']",551,De Specials ((NLD)),['De Specials ((NLD))']
1595,1119,Hippe Mamma Hé,['Hippe Mamma Hé'],494,Confetti Combo,['Confetti Combo']
1724,1121,Loekie Loekie,['Loekie Loekie'],552,Zoef Zoef en De Beevers,['Zoef Zoef en De Beevers']
1727,1124,I'm A Gambler,"[""I'm A Gambler""]",555,Lace,['Lace']
1730,1130,Swan Lake,['Swan Lake'],558,The Cats ((GBR)),['The Cats ((GBR))']
513,1131,Vrijgezellen-Flat,"['Vrijgezellen-Flat', 'Vrijgezellen']",123,Ria Valk,['Ria Valk']
1731,1132,A Way Of Life,['A Way Of Life'],559,The Family Dogg,['The Family Dogg']
1695,1138,It Miek,['It Miek'],533,Desmond Dekker & The Aces,['Desmond Dekker & The Aces']
1744,1141,Every Day Will Be Like A Holiday,['Every Day Will Be Like A Holiday'],565,Byron Lee and The Dragonaires,['Byron Lee and The Dragonaires']
1759,1151,Medley: Sing A Rainbow - Love Is Blue,"['Medley: Sing A Rainbow - Love Is Blue', 'Medley: Sing A Rainbow ']",571,The Dells,['The Dells']
1412,1171,I Can't See Nobody,"[""I Can't See Nobody""]",448,Marbles,['Marbles']
1819,1183,Mary Ann,['Mary Ann'],593,Merry Men,['Merry Men']
1539,1188,Grootpapa,['Grootpapa'],462,Gert Timmerman presenteert: Wilma,['Gert Timmerman presenteert: Wilma']
1853,1190,Pastorale,['Pastorale'],598,Liesbeth List met Ramses Shaffy,['Liesbeth List met Ramses Shaffy']
1215,1197,Can I Get There By Candlelight,['Can I Get There By Candlelight'],350,David McWilliams,['David McWilliams']
1587,1199,The Band,['The Band'],487,Swinging Soul Machine,['Swinging Soul Machine']
1861,1201,Mah-Nà-Mah-Nà,"['Mah-Nà-Mah-Nà', 'Mah']",604,Mahna Mackay,['Mahna Mackay']
154,1202,Shangrila,['Shangrila'],14,The Kinks,['The Kinks']
1865,1209,Harm Met De Harp,['Harm Met De Harp'],608,Henk Elsink,['Henk Elsink']
1896,1214,In Gedachten Zie Ik 't Kerkje Weer,"[""In Gedachten Zie Ik 't Kerkje Weer""]",611,Duo X,['Duo X']
1776,1217,So Good Together,['So Good Together'],578,Andy Kim,['Andy Kim']
1908,1220,"We zijn toch op de wereld om mekaar te helpen, niewaar?","['We zijn toch op de wereld om mekaar te helpen, niewaar?']",615,Adèle Bloemendaal & Leen Jongewaard & Piet Römer,['Adèle Bloemendaal & Leen Jongewaard & Piet Römer']
1933,1233,Oebele Is Hupsakee,['Oebele Is Hupsakee'],624,Oebeler Kinderkoor,['Oebeler Kinderkoor']
1934,1234,It Was Yesterday Today,['It Was Yesterday Today'],625,Pepper and Salt,['Pepper and Salt']
1935,1238,Thanks,['Thanks'],626,J. Vincent Edward,['J. Vincent Edward']
1936,1239,Na-Na-Na-Hé-Hé,"['Na-Na-Na-Hé-Hé', 'Na']",627,Los Piratos,['Los Piratos']
1733,1242,Cold Turkey,['Cold Turkey'],560,Plastic Ono Band,['Plastic Ono Band']
1939,1247,The Flood,['The Flood'],630,Ginger Ale,['Ginger Ale']
1941,1248,Tonight Today,['Tonight Today'],631,DBM & T,['DBM & T']
1961,1258,Everybody's Talkin',"[""Everybody's Talkin'""]",635,Nilsson ((USA)),['Nilsson ((USA))']
1964,1260,Het Zal Je Kind Maar Wezen,['Het Zal Je Kind Maar Wezen'],637,"Adèle Bloemendaal, Leen Jongewaard, Piet Römer en Koor","['Adèle Bloemendaal, Leen Jongewaard, Piet Römer en Koor', 'Adèle Bloemendaal']"
1895,1261,She Sold Me Magic,['She Sold Me Magic'],610,Lou Christie,['Lou Christie']
597,1268,"Zuster, Oh Zuster","['Zuster, Oh Zuster']",161,Sjakie Schram,['Sjakie Schram']
1979,1269,Wat Een Spreker Is Die Man,['Wat Een Spreker Is Die Man'],640,Seth Gaaikema,['Seth Gaaikema']
1531,1272,Bij Ons Staat Op De Keukendeur 't Is Niet Altijd Rozegeur,"[""Bij Ons Staat Op De Keukendeur 't Is Niet Altijd Rozegeur""]",460,Tony Bass,['Tony Bass']
1998,1276,Nobody's Child,"[""Nobody's Child""]",646,Karen Young ((GBR)),['Karen Young ((GBR))']
1999,1279,One Thing Can Lead To Another,['One Thing Can Lead To Another'],647,Peppermint Circus,['Peppermint Circus']
2000,1282,Het Stoomlied (Kunst- En Vliegwerk),"['Het Stoomlied (Kunst- En Vliegwerk)', 'Het Stoomlied ', 'Het Stoomlied (Kunst', 'Kunst- En Vliegwerk', 'Het Stoomlied Kunst- En Vliegwerk']",648,Ed & Willem Bever,['Ed & Willem Bever']
2001,1283,Get Down With It Satisfaction,['Get Down With It Satisfaction'],649,Mack Kissoon,['Mack Kissoon']
2002,1284,Fat Jack,['Fat Jack'],650,Hearts Of Soul,['Hearts Of Soul']
2003,1285,All My Brothers Are Clean,['All My Brothers Are Clean'],651,Billy Jones & The Stars,['Billy Jones & The Stars']
2005,1288,Voodoo Woman,['Voodoo Woman'],653,Simon Stokes & The Nighthawks,['Simon Stokes & The Nighthawks']
2009,1292,Karel,['Karel'],656,Elsje De Wijn,['Elsje De Wijn']
2010,1294,"Moeder, Er Zit 'n Muis In De Hoek","[""Moeder, Er Zit 'n Muis In De Hoek""]",657,Willemien,['Willemien']
598,1295,Wat 'n Spreker Is Die Man,"[""Wat 'n Spreker Is Die Man""]",161,Sjakie Schram,['Sjakie Schram']
1665,1300,Temma Harbour,['Temma Harbour'],520,Mary Hopkin,['Mary Hopkin']
1849,1301,Bitter Tears,['Bitter Tears'],597,The Shuffles,['The Shuffles']
2023,1306,Feijenoord!,['Feijenoord!'],662,Het 1e Elftal Van Feijenoord,['Het 1e Elftal Van Feijenoord']
2024,1307,Live For Tomorrow Harry Jones,['Live For Tomorrow Harry Jones'],663,Barrie Webb - O.P.M.C.,"['Barrie Webb - O.P.M.C.', 'Barrie Webb ']"
1721,1309,Spaanse Vliegenier,['Spaanse Vliegenier'],551,De Specials ((NLD)),['De Specials ((NLD))']
2030,1319,Prikkebeen,['Prikkebeen'],668,Bob Vrieling,['Bob Vrieling']
2031,1322,Soultango,['Soultango'],669,Casey and The Pressure Group,['Casey and The Pressure Group']
1914,1324,The Witch's Promise,"[""The Witch's Promise""]",617,Jethro Tull,['Jethro Tull']
965,1331,Barbara's Boy,"[""Barbara's Boy""]",264,The Four Tops,['The Four Tops']
1965,1332,As je mekaar niet meer vertrouwen kan...,['As je mekaar niet meer vertrouwen kan...'],637,"Adèle Bloemendaal, Leen Jongewaard, Piet Römer en Koor","['Adèle Bloemendaal, Leen Jongewaard, Piet Römer en Koor', 'Adèle Bloemendaal']"
2040,1337,Sympathy,['Sympathy'],676,Steve Rowland & The Family Dogg,['Steve Rowland & The Family Dogg']
2041,1338,Tout Est Rose,['Tout Est Rose'],677,Eric Charden,['Eric Charden']
1900,1339,Grootvaders Klok / Grootvaders Klok/ Trompet Polka,"['Grootvaders Klok ', ' Grootvaders Klok', ' Trompet Polka']",612,Marty,['Marty']
2046,1346,Sofia Loren,['Sofia Loren'],680,Jack De Nijs,['Jack De Nijs']
2052,1350,A Sunny Day,['A Sunny Day'],683,Ferrari,['Ferrari']
2060,1351,Groovie Kinda Love,['Groovie Kinda Love'],684,Elki and Owen with The Rim Ram Band,"['Elki and Owen with The Rim Ram Band', 'Elki and Owen ']"
2063,1355,Get Ready,['Get Ready'],687,The Rare Earth ((1970)) / Rare Earth ((1976)),"['The Rare Earth ((1970)) ', ' Rare Earth ((1976))']"
1780,1359,Wientie Groove,['Wientie Groove'],581,Oscar Harris and The Twinkle Stars,['Oscar Harris and The Twinkle Stars']
2065,1360,Cecilia,['Cecilia'],689,John & Anne Ryder,['John & Anne Ryder']
1897,1369,Niemand Kan Ons Toch Scheiden,['Niemand Kan Ons Toch Scheiden'],611,Duo X,['Duo X']
2071,1370,Vamos A Ver,['Vamos A Ver'],694,Eva Gloria Lopèz,['Eva Gloria Lopèz']
2073,1373,"Funky, Monkey Monkey","['Funky, Monkey Monkey']",696,Billy Jones and The Stars,['Billy Jones and The Stars']
2084,1384,Gedeelten Uit Het Radio Wedstrijdverslag Feyenoord Celtic - Finale Europacup 6-5-1970,"['Gedeelten Uit Het Radio Wedstrijdverslag Feyenoord Celtic - Finale Europacup 6-5-1970', 'Gedeelten Uit Het Radio Wedstrijdverslag Feyenoord Celtic ']",702,Theo Koomen & Wim Hoogendoorn,['Theo Koomen & Wim Hoogendoorn']
2087,1386,She Was Naked,['She Was Naked'],704,Super Sister,['Super Sister']
1850,1387,Without You,['Without You'],597,The Shuffles,['The Shuffles']
2089,1391,Real Cool World,['Real Cool World'],705,The Greatest Show On Earth,['The Greatest Show On Earth']
2090,1392,Three O'Clock Flamingo Street,"[""Three O'Clock Flamingo Street""]",706,David Mc. Williams,['David Mc. Williams']
2104,1403,Let Us Pray Together,['Let Us Pray Together'],714,Sandra & Andress,['Sandra & Andress']
2109,1406,Annemarie,['Annemarie'],717,Trio '67,"[""Trio '67""]"
2110,1408,Free The People,['Free The People'],718,Delaney and Bonnie and Friends,['Delaney and Bonnie and Friends']
1653,1409,Oh Had Ik Het Maar Geweten,['Oh Had Ik Het Maar Geweten'],518,Anja,['Anja']
2112,1410,He Didn't Wanna Go Home,"[""He Didn't Wanna Go Home""]",719,De Bintangs,['De Bintangs']
2113,1411,Go Back,['Go Back'],720,Grabby Appleton,['Grabby Appleton']
2116,1415,I'll Kiss Your Memory,"[""I'll Kiss Your Memory""]",723,Barry Gibb,['Barry Gibb']
1981,1417,Zijn Testament,['Zijn Testament'],641,D.C. Lewis,['D.C. Lewis']
2118,1418,All Right Now,['All Right Now'],724,Free ((GBR)),['Free ((GBR))']
2179,1434,Take To The Mountains,['Take To The Mountains'],733,Richard Barnes,['Richard Barnes']
2187,1436,De Meiden Van De Kermis,['De Meiden Van De Kermis'],735,Ciska Peters,['Ciska Peters']
2200,1447,There He Comes,['There He Comes'],741,Flashback ((NLD)),['Flashback ((NLD))']
2202,1449,The Bull And I,['The Bull And I'],743,Hal Dorado,['Hal Dorado']
246,1450,Brandend Zand,['Brandend Zand'],46,Gert Timmerman,['Gert Timmerman']
2217,1462,Mama Told Me No To Come,['Mama Told Me No To Come'],749,3 Dog Night,['3 Dog Night']
2218,1463,Suicide Is Painless,['Suicide Is Painless'],750,The Mash ((USA)),['The Mash ((USA))']
1851,1468,The Way The Music Goes,['The Way The Music Goes'],597,The Shuffles,['The Shuffles']
2230,1471,No Place For Our Minds,['No Place For Our Minds'],754,Crown's Clan,"[""Crown's Clan""]"
1796,1472,Don't Spoil My Day,"[""Don't Spoil My Day""]",587,Clover Leaf,['Clover Leaf']
2238,1478,Strange Band : The Weavers Answer,['Strange Band : The Weavers Answer'],757,Family,['Family']
2239,1479,Tell The World We're Not In,"[""Tell The World We're Not In""]",758,The Peddlers,['The Peddlers']
2246,1481,Amsterdam,['Amsterdam'],760,Buck Owens & His Buckaroos,['Buck Owens & His Buckaroos']
2248,1484,"Bella, Bella, Donna","['Bella, Bella, Donna']",762,Gaby Dirne presents: The Valentino's,"[""Gaby Dirne presents: The Valentino's""]"
2251,1487,Flash,['Flash'],764,The Duke Of Burlington,['The Duke Of Burlington']
2254,1490,My Way,['My Way'],767,Samantha Jones,['Samantha Jones']
1866,1505,Supporter,['Supporter'],608,Henk Elsink,['Henk Elsink']
2132,1506,Beautiful Friendship,['Beautiful Friendship'],727,Continental Uptight Band,['Continental Uptight Band']
2264,1510,Roly Poly,['Roly Poly'],773,Stamford Bridge,['Stamford Bridge']
2265,1511,Dancing And Drinking,['Dancing And Drinking'],774,Plastic People,['Plastic People']
2281,1520,Girl I've Got News For You,"[""Girl I've Got News For You""]",778,The Mardi Gras,['The Mardi Gras']
2286,1527,Comme J'ai Toujours Envie D' Aimer,"[""Comme J'ai Toujours Envie D' Aimer""]",781,Marc Hamilton,['Marc Hamilton']
1684,1540,Rozegeur Maneschijn,['Rozegeur Maneschijn'],529,Herman Van Veen,['Herman Van Veen']
1198,1541,Lady Of The Night,['Lady Of The Night'],347,Ben Cramer,['Ben Cramer']
1852,1544,Teardrop On Teardrop,['Teardrop On Teardrop'],597,The Shuffles,['The Shuffles']
2353,1554,Both Sides Now,['Both Sides Now'],793,Euson,['Euson']
2378,1565,In De Hemel Is Geen Bier,['In De Hemel Is Geen Bier'],799,Dorus,['Dorus']
2381,1567,Hans Brinker Symphony,['Hans Brinker Symphony'],801,Holland ((1971)),['Holland ((1971))']
1576,1568,In De Hemel Is Geen Druppel Bier,['In De Hemel Is Geen Druppel Bier'],481,Leo Den Hop,['Leo Den Hop']
2382,1569,She's Comin' Back,"[""She's Comin' Back""]",802,Alfie Kahn,['Alfie Kahn']
2399,1573,"A Ha, Dat Is Marie","['A Ha, Dat Is Marie']",806,De Wama's,"[""De Wama's""]"
2401,1575,Mag Ik Effe Ademhalen,['Mag Ik Effe Ademhalen'],808,Paul Rollman,['Paul Rollman']
2402,1577,"Heb Je Nog Een Bloemetje Voor M'n Knoopsgat, Schat?","[""Heb Je Nog Een Bloemetje Voor M'n Knoopsgat, Schat?""]",809,Toon & Herman,['Toon & Herman']
1533,1581,Elisa,['Elisa'],460,Tony Bass,['Tony Bass']
1982,1591,Eva Magdalena,['Eva Magdalena'],641,D.C. Lewis,['D.C. Lewis']
2411,1592,Mother,['Mother'],816,John Lennon & Plastic Ono Band,['John Lennon & Plastic Ono Band']
2412,1593,Hup Daar Is Willem!,['Hup Daar Is Willem!'],817,Ed en Willem Bever,['Ed en Willem Bever']
2414,1596,"Lieve Heer, Doe Mijn Een Lol","['Lieve Heer, Doe Mijn Een Lol']",818,Leen Jongewaard,['Leen Jongewaard']
2418,1598,Vader Abraham Had Zeven Zonen,['Vader Abraham Had Zeven Zonen'],820,Vader Abraham met Z'n Zeven Zonen,"[""Vader Abraham met Z'n Zeven Zonen""]"
2429,1604,Health Of Freedom,['Health Of Freedom'],824,Moan,['Moan']
1722,1606,Ard Die Heeft De Wereld Cup - Heya Ard Schenk - Ra ta ta,"['Ard Die Heeft De Wereld Cup - Heya Ard Schenk - Ra ta ta', 'Ard Die Heeft De Wereld Cup ']",551,De Specials ((NLD)),['De Specials ((NLD))']
2430,1607,Huilen Is Voor Jou Te Laat,['Huilen Is Voor Jou Te Laat'],825,Klaas en Peter,['Klaas en Peter']
2431,1608,"Chirpy, Chirpy, Cheep, Cheep","['Chirpy, Chirpy, Cheep, Cheep']",826,Lally Stott,['Lally Stott']
2447,1612,Everything Is Allright,['Everything Is Allright'],829,Nanda,['Nanda']
2459,1622,Hold On To What You've Got,"[""Hold On To What You've Got""]",834,Bill & Buster,['Bill & Buster']
2053,1626,The Girl I Need,['The Girl I Need'],683,Ferrari,['Ferrari']
2466,1629,Bram In De RAI,['Bram In De RAI'],838,Paul Van Vliet,['Paul Van Vliet']
2478,1634,"Jaren Komen, Jaren Gaan","['Jaren Komen, Jaren Gaan']",841,Anja & Johnny,['Anja & Johnny']
2479,1635,Maybe I'm Amazed,"[""Maybe I'm Amazed""]",842,Fickle Pickle,['Fickle Pickle']
2482,1638,"Waarheen, Waarvoor...","['Waarheen, Waarvoor...']",844,Mieke Telkamp en De Hi-Five,"['Mieke Telkamp en De Hi-Five', 'Mieke Telkamp en De Hi']"
1797,1640,Oh What A Day,['Oh What A Day'],587,Clover Leaf,['Clover Leaf']
1782,1646,Soldiers Prayer,['Soldiers Prayer'],581,Oscar Harris and The Twinkle Stars,['Oscar Harris and The Twinkle Stars']
2494,1648,Mit Der Troika In Die Grosse Stadt,['Mit Der Troika In Die Grosse Stadt'],847,Ivan Rebroff,['Ivan Rebroff']
2503,1659,"Baaie, Baaie, Pootje Baaien","['Baaie, Baaie, Pootje Baaien']",853,Vader Abraham met Zijn Zeven Zonen,['Vader Abraham met Zijn Zeven Zonen']
2508,1663,Kleine Liefdesmelodie,['Kleine Liefdesmelodie'],856,De Kermis Klanten,['De Kermis Klanten']
2405,1665,Ich Hab' Nur Dich,"[""Ich Hab' Nur Dich""]",811,Peter Maffay,['Peter Maffay']
2513,1667,Acapulco Gold,['Acapulco Gold'],859,Mason-Dixon,"['Mason-Dixon', 'Mason', 'Mason-Di']"
2519,1670,United,['United'],861,Drafi,['Drafi']
2047,1673,O Daar Heb Je Ze Weer,['O Daar Heb Je Ze Weer'],680,Jack De Nijs,['Jack De Nijs']
2528,1675,I'm A Bum,"[""I'm A Bum""]",864,The Gloomys,['The Gloomys']
2529,1680,Back Street,['Back Street'],865,Cuby & The Blizzards,['Cuby & The Blizzards']
2532,1682,Never Leave Me Lonely,['Never Leave Me Lonely'],867,Road ((1971)),['Road ((1971))']
2539,1690,We Gaan Naar Londen,['We Gaan Naar Londen'],872,Willy Alberti en De Ajax Supporters,"['Willy Alberti en De Ajax Supporters', 'Willy Alberti en De Aja']"
2543,1692,Vlammetjes,['Vlammetjes'],874,Helga,['Helga']
2546,1696,Double Barrel,['Double Barrel'],876,Dave & Ansil Collins,['Dave & Ansil Collins']
2549,1701,Sing Sing Barbara,['Sing Sing Barbara'],879,Laurent & Mardi Gras,['Laurent & Mardi Gras']
2551,1704,Zou Het Erg Zijn Lieve Opa,['Zou Het Erg Zijn Lieve Opa'],881,Wilma met Vader Abraham,['Wilma met Vader Abraham']
425,1705,Hey Willie,['Hey Willie'],95,The Hollies,['The Hollies']
2413,1706,Ajax Zal Hem Raken,['Ajax Zal Hem Raken'],817,Ed en Willem Bever,['Ed en Willem Bever']
1723,1708,Ajax Wint De Wereldcup,['Ajax Wint De Wereldcup'],551,De Specials ((NLD)),['De Specials ((NLD))']
2552,1711,Me And You And A Dog Named Boo,['Me And You And A Dog Named Boo'],882,Lobo ((USA)),['Lobo ((USA))']
2553,1712,Rumba Tamba,['Rumba Tamba'],883,Martin Wulms and His Orchestra,['Martin Wulms and His Orchestra']
2556,1715,Blauwe Korenbloemen,['Blauwe Korenbloemen'],885,Zusjes De Roo,['Zusjes De Roo']
2565,1731,Railroadsong,['Railroadsong'],890,April Shower,['April Shower']
2566,1732,Zigeuner Tango,['Zigeuner Tango'],891,Kermis Klanten,['Kermis Klanten']
2586,1740,Wild Time,['Wild Time'],895,Corporation,['Corporation']
2589,1748,Blame It On The Summer Sun,['Blame It On The Summer Sun'],898,Ruby Nash,['Ruby Nash']
2590,1754,Espagñola - Speesie Treesie,"['Espagñola - Speesie Treesie', 'Espagñola ']",899,Wim Schell,['Wim Schell']
1940,1764,Scoobidad,['Scoobidad'],630,Ginger Ale,['Ginger Ale']
2594,1765,Eat At Home,['Eat At Home'],903,Paul and Linda McCartney,['Paul and Linda McCartney']
1783,1771,Mr. Astronout,['Mr. Astronout'],581,Oscar Harris and The Twinkle Stars,['Oscar Harris and The Twinkle Stars']
1798,1778,Tell The World,['Tell The World'],587,Clover Leaf,['Clover Leaf']
2626,1784,Eenmaal Kom Je Toch Weer Bij Mij,['Eenmaal Kom Je Toch Weer Bij Mij'],912,Gaby Dirne presenteert: Duo de Koning en de Notenzaaiers,['Gaby Dirne presenteert: Duo de Koning en de Notenzaaiers']
2630,1786,Listening To Mozart,['Listening To Mozart'],914,Walter Scott,['Walter Scott']
2635,1789,"Voy, Voy","['Voy, Voy']",916,Peret y Su Rumba Gitana,['Peret y Su Rumba Gitana']
2636,1790,Waarom Kwam Jij Toch In Mijn Leven,['Waarom Kwam Jij Toch In Mijn Leven'],917,Anja en Johnny,['Anja en Johnny']
2554,1792,Anna,['Anna'],883,Martin Wulms and His Orchestra,['Martin Wulms and His Orchestra']
2642,1797,Walk The World Away,['Walk The World Away'],920,Teddy Brown,['Teddy Brown']
2643,1799,Hallo Koning Onbenul,['Hallo Koning Onbenul'],921,Jules De Corte,['Jules De Corte']
2651,1811,Karavaan,['Karavaan'],928,Herman Lippinkhof en Zijn Belcanto Kwartet,['Herman Lippinkhof en Zijn Belcanto Kwartet']
2676,1824,Jij En Ik Blijven Bestaan (De Wereld Zal Toch Ooit Vergaan),"['Jij En Ik Blijven Bestaan (De Wereld Zal Toch Ooit Vergaan)', 'Jij En Ik Blijven Bestaan ', 'De Wereld Zal Toch Ooit Vergaan', 'Jij En Ik Blijven Bestaan De Wereld Zal Toch Ooit Vergaan']",932,Vader Abraham met Zijn Zeven Goede Zonen,['Vader Abraham met Zijn Zeven Goede Zonen']
2680,1829,De Nieuwe Dag,['De Nieuwe Dag'],936,Mieke Telkamp,['Mieke Telkamp']
2681,1832,Kijk Gerust Diep In Mijn Ogen,['Kijk Gerust Diep In Mijn Ogen'],937,De Kroeg,['De Kroeg']
2682,1833,Mira,['Mira'],938,Cock Van Der Palm,['Cock Van Der Palm']
2690,1838,Ode Aan Manuela,['Ode Aan Manuela'],940,Kermisklanten,['Kermisklanten']
2480,1841,California Calling,['California Calling'],842,Fickle Pickle,['Fickle Pickle']
2691,1842,Voor Jou,['Voor Jou'],941,The Shepherds,['The Shepherds']
2694,1845,Goodbye Forever,['Goodbye Forever'],944,Paul Brett's Sage,"[""Paul Brett's Sage""]"
1901,1847,Alma Mia,['Alma Mia'],612,Marty,['Marty']
2697,1851,Kom Van Dat Dak Af [Maxi Single],['Kom Van Dat Dak Af [Maxi Single]'],946,Peter en Zijn Rockets,['Peter en Zijn Rockets']
2702,1852,Goodbye Forever,['Goodbye Forever'],947,Soundation,['Soundation']
2560,1862,Blij Als Een Kind,['Blij Als Een Kind'],887,De Makkers,['De Makkers']
2723,1863,Empty Words,['Empty Words'],952,Monica and The Voices Of Freedom,['Monica and The Voices Of Freedom']
599,1883,'k Heb Niks Gezien,"[""'k Heb Niks Gezien""]",161,Sjakie Schram,['Sjakie Schram']
2734,1884,Maxigold - Twéé-In-Één-Single,"['Maxigold - Twéé-In-Één-Single', 'Maxigold ']",957,Spencer Davis Group,['Spencer Davis Group']
2736,1889,Lovin' And Hurtin',"[""Lovin' And Hurtin'""]",959,Jojo ((= George Kooymans)),['Jojo ((= George Kooymans))']
2739,1893,Chief Of The Apache,['Chief Of The Apache'],961,Old Shatterhand,['Old Shatterhand']
2744,1897,All I Ever Need Is You,['All I Ever Need Is You'],963,Monica and Oscar Benton,['Monica and Oscar Benton']
2748,1904,Het Whiskylied,['Het Whiskylied'],965,De Paniekzaaiers,['De Paniekzaaiers']
2756,1911,Olleke Bolleke,['Olleke Bolleke'],969,Vader Abraham met Zijn Goede Zonen,['Vader Abraham met Zijn Goede Zonen']
2758,1913,L'avventura,"[""L'avventura""]",970,Stone & Eric Charden,['Stone & Eric Charden']
2760,1915,We Nemen Er Nog Een (We Nemen Er Nog Twee),"['We Nemen Er Nog Een (We Nemen Er Nog Twee)', 'We Nemen Er Nog Een ', 'We Nemen Er Nog Twee', 'We Nemen Er Nog Een We Nemen Er Nog Twee']",972,Gebroeders Grim,['Gebroeders Grim']
2765,1917,Nassibal,['Nassibal'],974,Bart Jansen,['Bart Jansen']
1535,1920,Had Ik Jou Maar Nooit Gezien,['Had Ik Jou Maar Nooit Gezien'],460,Tony Bass,['Tony Bass']
1577,1921,Morgen Een Kater...,['Morgen Een Kater...'],481,Leo Den Hop,['Leo Den Hop']
2770,1922,Pak Me Dan (Als Je Kan),"['Pak Me Dan (Als Je Kan)', 'Pak Me Dan ', 'Als Je Kan', 'Pak Me Dan Als Je Kan']",976,Han Grevelt,['Han Grevelt']
2778,1930,"Wat Heb Je Gedaan, Daan?","['Wat Heb Je Gedaan, Daan?']",980,Adèle Bloemendaal,['Adèle Bloemendaal']
2792,1939,Geef Me Je Hand,['Geef Me Je Hand'],983,Ciska Peters met Koor Pro Musica o.l.v. Lex Karsemeyer,"['Ciska Peters met Koor Pro Musica o.l.v. Lex Karsemeyer', 'Ciska Peters met Koor Pro Musica o.l.v. Le']"
