artistID,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,artistID
01C9OoXDvCKkGcf735Tcfo,0.149,0.47200000000000003,267560.0,0.46799999999999997,0.00909,0.354,-9.61,1.0,0.0331,82.48700000000001,4.0,0.45399999999999996,01C9OoXDvCKkGcf735Tcfo
01FWXZs6BHTtPQHqgeQntD,0.08549999999999999,0.46599999999999997,166993.5,0.6655,4.915e-05,0.0556,-8.6885,0.5,0.0349,95.0005,4.0,0.695,01FWXZs6BHTtPQHqgeQntD
01Ppu7N8uYJI8SAONo2YZA,0.031420000000000003,0.5398000000000001,387351.8,0.7862,0.002060234,0.15267999999999998,-8.3428,0.6,0.06290000000000001,115.19779999999999,4.0,0.557,01Ppu7N8uYJI8SAONo2YZA
01U4snBkRWq0FBrK3P1mwM,0.0993,0.7879999999999999,201867.0,0.635,9.9e-06,0.292,-2.9219999999999997,1.0,0.135,141.019,4.0,0.601,01U4snBkRWq0FBrK3P1mwM
01VmDTTgrOfwlZmQB5FRgY,0.747,0.451,194653.0,0.546,0.0,0.319,-8.632,1.0,0.0312,92.024,4.0,0.638,01VmDTTgrOfwlZmQB5FRgY
01Wck2m10xhdxUrLaMq60y,0.0952,0.8420000000000001,288557.5,0.711,0.003575,0.10515,-10.007000000000001,0.5,0.0916,110.0455,4.0,0.6715,01Wck2m10xhdxUrLaMq60y
01e2lCvLZ4fLUIRy68nptH,0.187,0.821,212360.0,0.6759999999999999,0.0001,0.0927,-6.3660000000000005,0.0,0.0547,119.012,4.0,0.5589999999999999,01e2lCvLZ4fLUIRy68nptH
01gp5ElAZTH3BNkFII1qPM,0.0786,0.705,235943.0,0.366,3.5600000000000005e-05,0.0865,-13.775,0.0,0.0273,104.01100000000001,4.0,0.905,01gp5ElAZTH3BNkFII1qPM
01hRNr3yF5bYnPq4wZ88iI,0.29425,0.5415,206594.0,0.7432500000000001,0.006495999999999999,0.27449999999999997,-9.3065,0.75,0.05785,111.47875000000002,4.0,0.78075,01hRNr3yF5bYnPq4wZ88iI
01pKrlgPJhm5dB4lneYAqS,0.000495,0.442,189258.0,0.929,5.08e-06,0.11,-3.28,1.0,0.0439,175.00900000000001,4.0,0.151,01pKrlgPJhm5dB4lneYAqS
023YMawCG3OvACmRjWxLWC,0.00824,0.711,200293.0,0.718,0.0020800000000000003,0.0732,-5.739,1.0,0.038,117.071,4.0,0.688,023YMawCG3OvACmRjWxLWC
0288tuqQVfT0tbHOAZ4XoM,0.00967,0.685,260227.0,0.8079999999999999,0.812,0.102,-10.339,1.0,0.0679,126.99799999999999,4.0,0.532,0288tuqQVfT0tbHOAZ4XoM
028xhPwqtWva4J0MkFHY2x,0.292,0.7390000000000001,190947.0,0.48,1.3300000000000001e-05,0.138,-9.149,0.0,0.0293,126.046,4.0,0.6990000000000001,028xhPwqtWva4J0MkFHY2x
02A3cEvlLLCbIMVDrK2GHV,0.0604,0.67,222041.0,0.838,0.000611,0.159,-4.031000000000001,1.0,0.0362,104.99799999999999,4.0,0.7170000000000001,02A3cEvlLLCbIMVDrK2GHV
02G9FyVBIh3StH9Ru2TZby,0.259,0.436,187800.0,0.9390000000000001,0.9620000000000001,0.087,-9.806000000000001,1.0,0.0471,88.061,4.0,0.28,02G9FyVBIh3StH9Ru2TZby
02JTFUpX3CgLWXNKEXIvcb,0.0388,0.7959999999999999,199880.0,0.8690000000000001,0.0,0.239,-3.424,1.0,0.0923,113.131,4.0,0.768,02JTFUpX3CgLWXNKEXIvcb
02P8XuJ3ygNjVuWOXygiCT,0.0297,0.698,199413.0,0.701,3.33e-06,0.177,-4.62,1.0,0.0291,117.99,4.0,0.32799999999999996,02P8XuJ3ygNjVuWOXygiCT
02cwf63pmoVJ5xtq7JDED4,0.018000000000000002,0.6679999999999999,205413.0,0.917,0.0,0.28300000000000003,-3.391,1.0,0.0283,115.992,4.0,0.912,02cwf63pmoVJ5xtq7JDED4
02da1vDJ2hWqfK7aJL6SJm,0.0132,0.613,265867.0,0.72,0.0,0.10400000000000001,-7.957000000000001,1.0,0.0425,117.34100000000001,4.0,0.561,02da1vDJ2hWqfK7aJL6SJm
02uBraNVAgl8ue5bG8B87m,0.978,0.511,290680.0,0.0936,8.14e-05,0.0992,-13.798,1.0,0.0405,84.64399999999999,4.0,0.19,02uBraNVAgl8ue5bG8B87m
02uub1BfviQldBChLDdlJF,0.0743918,0.49000000000000005,234565.4,0.7283999999999999,0.007531748,0.1374,-5.0702,0.4,0.03374,139.7724,4.0,0.4088,02uub1BfviQldBChLDdlJF
02ydjJPvRKpejxRzZyHdaq,0.16833333333333333,0.7226666666666666,202986.66666666666,0.903,7.013333333333334e-06,0.246,-4.71,1.0,0.03283333333333333,114.69066666666667,4.0,0.9493333333333333,02ydjJPvRKpejxRzZyHdaq
02zGgCB9SiSPeDYMfwPJXK,0.24536666666666665,0.5676666666666667,269187.0,0.5023333333333333,0.0727072,0.14666666666666667,-12.131666666666666,1.0,0.04773333333333333,133.59799999999998,4.0,0.3693333333333333,02zGgCB9SiSPeDYMfwPJXK
030gEPJwNJnBcyra7CB9vM,0.0232,0.6609999999999999,306120.0,0.754,0.0015300000000000001,0.602,-11.282,1.0,0.037000000000000005,113.869,4.0,0.597,030gEPJwNJnBcyra7CB9vM
031ovlYV7c0lLx3hGlglco,0.504,0.7295,177453.5,0.4335,0.047185,0.24395,-12.030999999999999,1.0,0.0351,111.19299999999998,4.0,0.8200000000000001,031ovlYV7c0lLx3hGlglco
03CLk97MJBLtMxqGRmwiaC,0.0686,0.687,188928.0,0.728,0.0,0.0523,-9.72,0.0,0.0646,129.58100000000002,4.0,0.754,03CLk97MJBLtMxqGRmwiaC
03Qx8J2OxTAGgZqZ4rnaB0,0.0334,0.672,315173.5,0.9615,0.607,0.07744999999999999,-6.699,1.0,0.04145,118.1555,4.0,0.9755,03Qx8J2OxTAGgZqZ4rnaB0
03RggOhzXgjvlFmc3A8TuW,0.00190215,0.5894999999999999,262771.5,0.7885,0.40950000000000003,0.22200000000000003,-10.214500000000001,0.5,0.05185,131.998,4.0,0.563,03RggOhzXgjvlFmc3A8TuW
03aWdsYgprmxmFZkazhbWe,0.504,0.7809999999999999,260239.0,0.518,0.18100000000000002,0.23600000000000002,-13.696,1.0,0.0382,125.738,4.0,0.978,03aWdsYgprmxmFZkazhbWe
03hfAxVdAWj7kxDnSG0fLD,0.5163333333333333,0.47800000000000004,168080.33333333334,0.5976666666666667,0.6150000000000001,0.12083333333333333,-10.027666666666667,1.0,0.028333333333333332,119.64933333333333,3.6666666666666665,0.6310000000000001,03hfAxVdAWj7kxDnSG0fLD
03jSZ5mvS0ZbiJSIV4nO9s,0.113,0.731,183960.0,0.8190000000000001,0.168,0.154,-6.154,1.0,0.0243,109.49,4.0,0.9640000000000001,03jSZ5mvS0ZbiJSIV4nO9s
03q0MSjA2ebNRBCrPL0NMa,0.0129,0.5760000000000001,186120.0,0.945,0.0268,0.40299999999999997,-9.022,1.0,0.0318,138.203,4.0,0.96,03q0MSjA2ebNRBCrPL0NMa
03r4iKL2g2442PT9n2UKsx,0.09433333333333334,0.7240000000000001,228595.33333333334,0.6806666666666666,0.0038366466666666667,0.15853333333333333,-10.279666666666666,1.0,0.13343333333333332,112.20899999999999,4.0,0.5810000000000001,03r4iKL2g2442PT9n2UKsx
03zz3zpyV15ZGw1cgjZ7tj,0.6709999999999999,0.266,274160.0,0.529,0.0,0.0608,-9.852,1.0,0.0315,168.084,4.0,0.41600000000000004,03zz3zpyV15ZGw1cgjZ7tj
040Fqhc0l7a4MPeDx6cneh,0.177474,0.5405,206977.3,0.6792,5.1402e-05,0.16712000000000002,-6.9925,0.8,0.03224,123.91279999999999,3.9,0.5384,040Fqhc0l7a4MPeDx6cneh
041iTeoMIwXMlShuQPIVKo,0.247,0.6459999999999999,360147.0,0.359,0.914,0.0872,-10.388,0.0,0.155,119.885,4.0,0.154,041iTeoMIwXMlShuQPIVKo
047D9GgqEzyMoULd2oKr7G,0.155755,0.753,262623.5,0.74425,0.00203725,0.13295,-9.78725,0.5,0.0365,109.042,4.0,0.80125,047D9GgqEzyMoULd2oKr7G
04Hrgux8cIaNJKUAX7WwJN,0.7559999999999999,0.653,228107.0,0.43700000000000006,0.0222,0.243,-6.199,1.0,0.0284,142.97799999999998,4.0,0.6629999999999999,04Hrgux8cIaNJKUAX7WwJN
04LIHk1SobiQwt2tlupoAV,0.21710133333333334,0.6217777777777777,226164.33333333334,0.6598888888888889,0.09099837777777779,0.21406666666666666,-8.253444444444446,0.8888888888888888,0.03957777777777779,118.11666666666666,3.7777777777777777,0.5454222222222221,04LIHk1SobiQwt2tlupoAV
04MtOUkmIDC4LAxDDBjrOY,0.18358690909090908,0.44715909090909084,235205.72727272726,0.67975,0.0007041363636363635,0.27132954545454546,-6.5159090909090915,0.7727272727272727,0.04020909090909091,117.75259090909088,3.772727272727273,0.4568636363636365,04MtOUkmIDC4LAxDDBjrOY
04aQfpx1U1WQEJkrvGs4ig,0.531,0.47550000000000003,349787.0,0.619,0.0,0.361,-7.6275,1.0,0.056999999999999995,109.6465,4.0,0.6755,04aQfpx1U1WQEJkrvGs4ig
04abdnqPQe2N4fjztDea6z,0.327,0.8340000000000001,172860.0,0.745,0.0,0.257,-2.4330000000000003,1.0,0.0375,125.015,4.0,0.765,04abdnqPQe2N4fjztDea6z
04gDigrS5kc9YWfZHwBETP,0.05405944444444445,0.6815555555555555,217733.66666666666,0.7463888888888889,2.0120555555555556e-05,0.16467777777777778,-4.803611111111111,0.5555555555555556,0.0444,121.08422222222222,4.0,0.6341666666666668,04gDigrS5kc9YWfZHwBETP
04sA7mMzxah99fhCuYNpmO,2.37e-05,0.741,402440.0,0.7859999999999999,0.8290000000000001,0.057,-5.627000000000001,1.0,0.0687,141.997,4.0,0.71,04sA7mMzxah99fhCuYNpmO
04tkc4IcAn3q0zy1C6oWBI,0.01884,0.7530000000000001,338086.5,0.775,0.0003855,0.09465000000000001,-7.3870000000000005,0.5,0.0427,131.5835,4.0,0.9555,04tkc4IcAn3q0zy1C6oWBI
04vj3iPUiVh5melWr0w3xT,0.237,0.8740000000000001,234680.0,0.364,0.027999999999999997,0.0939,-10.322000000000001,1.0,0.0477,100.027,4.0,0.45399999999999996,04vj3iPUiVh5melWr0w3xT
051LEaPnq5bbqCtEEowPgZ,0.14445,0.6645,233166.5,0.7345,7.95e-07,0.121,-8.3555,0.5,0.0279,97.83500000000001,4.0,0.8175,051LEaPnq5bbqCtEEowPgZ
0543y7yrvny4KymoaneT4W,0.0269,0.583,274971.0,0.9159999999999999,1.61e-06,0.9279999999999999,-6.956,1.0,0.0354,132.261,4.0,0.605,0543y7yrvny4KymoaneT4W
0573tcD4lTzVzi6yeTKqRg,0.02915,0.6815,206180.0,0.8435,0.523,0.2067,-8.241,0.5,0.0586,149.0125,4.0,0.3995,0573tcD4lTzVzi6yeTKqRg
057gc1fxmJ2vkctjQJ7Tal,0.11080000000000001,0.6724,241815.8,0.6832,0.0052936400000000005,0.15312,-10.970000000000002,1.0,0.0696,123.7524,4.0,0.3732,057gc1fxmJ2vkctjQJ7Tal
0580cpxlb95TfmAdx5Pu8D,0.09516666666666668,0.654,219457.66666666666,0.7556666666666666,0.00038263000000000007,0.09793333333333332,-9.295333333333332,0.6666666666666666,0.04173333333333334,127.14866666666666,4.0,0.7246666666666667,0580cpxlb95TfmAdx5Pu8D
05GsKvp0yKuCyWQMsPAAmB,0.11561500000000001,0.6187499999999999,244283.25,0.7887500000000001,0.0009177625000000001,0.069025,-10.379,0.75,0.0325,122.70275000000001,4.0,0.7295,05GsKvp0yKuCyWQMsPAAmB
05Q11J9q3h346FXEufTK2H,0.00842,0.746,280107.0,0.679,0.000424,0.0312,-13.925999999999998,0.0,0.0871,104.329,4.0,0.669,05Q11J9q3h346FXEufTK2H
05RZIdfz59ZW2FvFuwnmNK,0.1344,0.6786666666666666,267769.0,0.6,1.3033333333333333e-06,0.30160000000000003,-6.706666666666666,1.0,0.07173333333333333,112.76166666666666,4.0,0.47433333333333333,05RZIdfz59ZW2FvFuwnmNK
05YVYeV4HxYp5rrWalvuE1,0.418,0.787,237667.0,0.326,0.0263,0.0514,-14.809000000000001,1.0,0.0835,95.89200000000001,4.0,0.608,05YVYeV4HxYp5rrWalvuE1
05ndiewdJogtosuRWN8iwF,0.257,0.425,286064.0,0.981,8.31e-06,0.532,-2.449,0.0,0.295,155.18,4.0,0.0439,05ndiewdJogtosuRWN8iwF
05oH07COxkXKIMt6mIPRee,0.403,0.6316666666666667,247200.0,0.6066666666666666,0.0,0.4026666666666667,-5.122333333333334,0.3333333333333333,0.16723333333333334,109.31099999999999,4.0,0.5933333333333334,05oH07COxkXKIMt6mIPRee
05sRO4JdAtJGyZQOTb6kSL,0.6485,0.7225,143764.75,0.5525,9.15e-07,0.135075,-11.374749999999999,1.0,0.1209,133.717,4.0,0.73375,05sRO4JdAtJGyZQOTb6kSL
063BhEDSgDltUGBDy0RYGJ,0.00745,0.725,193200.0,0.792,0.00101,0.0345,-8.044,1.0,0.0395,131.955,4.0,0.789,063BhEDSgDltUGBDy0RYGJ
06HL4z0CvFAxyc27GXpf02,0.06682111111111111,0.654,222011.0,0.6594444444444444,0.0001657211111111111,0.14556666666666665,-6.377222222222223,0.8888888888888888,0.09491111111111111,116.56855555555555,4.0,0.5045777777777778,06HL4z0CvFAxyc27GXpf02
06Iyp8QTMuoS38jjgMYFx2,0.38299999999999995,0.5760000000000001,192200.0,0.6559999999999999,0.0,0.17600000000000002,-8.027000000000001,1.0,0.0509,118.527,5.0,0.924,06Iyp8QTMuoS38jjgMYFx2
06X9ub06B2zsqDpmHUqh3K,0.0728,0.657,321733.0,0.647,0.00143,0.278,-10.293,1.0,0.268,96.846,4.0,0.652,06X9ub06B2zsqDpmHUqh3K
06YQ6XwCdPUn8rAXV70gge,0.000242,0.5589999999999999,301533.0,0.9520000000000001,0.192,0.204,-4.68,1.0,0.0544,130.047,4.0,0.243,06YQ6XwCdPUn8rAXV70gge
06eDTSeVX3k8W5bNAbnF9a,0.0304,0.84,245440.0,0.6629999999999999,0.0,0.325,-7.294,1.0,0.14800000000000002,91.027,4.0,0.716,06eDTSeVX3k8W5bNAbnF9a
06eTdzI1FA6c2cPQAeVHY2,0.0843986,0.5251,194782.5,0.7867,2.4347000000000003e-05,0.23584999999999995,-5.698,0.7,0.036019999999999996,134.85370000000003,4.0,0.5138,06eTdzI1FA6c2cPQAeVHY2
06rLftKIpboP3r4LBicCJQ,0.262,0.506,226213.0,0.6809999999999999,2.74e-06,0.305,-7.484,1.0,0.034,91.977,4.0,0.5920000000000001,06rLftKIpboP3r4LBicCJQ
06rYmL1gwcu8nQLjwvgmj9,0.0249,0.423,327333.0,0.693,0.0,0.9009999999999999,-10.655999999999999,0.0,0.17600000000000002,82.723,4.0,0.528,06rYmL1gwcu8nQLjwvgmj9
06tPmk0aHzCFK0T96YzXnN,0.18049,0.6313333333333334,222213.66666666666,0.7373333333333333,0.00024183333333333335,0.215,-9.867666666666667,1.0,0.04563333333333334,106.78500000000001,4.0,0.7993333333333333,06tPmk0aHzCFK0T96YzXnN
0701Axu6yvUIoctaKMbDIZ,0.064,0.7559999999999999,178093.0,0.687,0.0,0.25,-7.76,0.0,0.0435,106.24700000000001,4.0,0.914,0701Axu6yvUIoctaKMbDIZ
076C4XViEVd9z9Fb0EbE5Q,0.935,0.623,215707.0,0.16399999999999998,0.00031600000000000004,0.145,-18.383,1.0,0.0354,174.80200000000002,4.0,0.83,076C4XViEVd9z9Fb0EbE5Q
07CyZVvGY4aiBrf14etUAC,0.21,0.745,275680.0,0.64,5.1e-05,0.11199999999999999,-5.494,1.0,0.0526,86.98100000000001,4.0,0.612,07CyZVvGY4aiBrf14etUAC
07P3OYEPua3b1xljrOIJE2,0.5071666666666667,0.7593333333333333,248215.83333333334,0.5411666666666667,4.718166666666667e-05,0.12169999999999999,-11.774166666666666,0.16666666666666666,0.07241666666666667,111.789,4.0,0.7680000000000001,07P3OYEPua3b1xljrOIJE2
07QEuhtrNmmZ0zEcqE9SF6,0.018505,0.5475000000000001,230027.0,0.595,0.000277,0.1155,-7.218500000000001,1.0,0.03435,173.126,4.0,0.514,07QEuhtrNmmZ0zEcqE9SF6
07QGFkIXnrfAJo7wfslECl,0.0484,0.8959999999999999,358373.0,0.6509999999999999,0.000528,0.247,-6.725,0.0,0.0484,125.361,4.0,0.8809999999999999,07QGFkIXnrfAJo7wfslECl
07SOZ79F75jaqJ4MEpjzPA,0.0298,0.488,388840.0,0.799,0.0,0.243,-6.989,1.0,0.23199999999999998,102.78299999999999,4.0,0.425,07SOZ79F75jaqJ4MEpjzPA
07W0YfsvHM7Mw7Bq48Mb0A,0.15200000000000002,0.751,310800.0,0.6995,0.0,0.21,-5.5855,1.0,0.2645,123.67750000000001,4.0,0.745,07W0YfsvHM7Mw7Bq48Mb0A
07XSN3sPlIlB2L2XNcTwJw,0.20861666666666664,0.626,243588.33333333334,0.8236666666666667,2.1581666666666667e-05,0.19569999999999999,-6.516000000000001,0.6666666666666666,0.040466666666666665,116.53800000000001,4.0,0.7948333333333334,07XSN3sPlIlB2L2XNcTwJw
07YZf4WDAMNwqr4jfgOZ8y,0.08335823529411765,0.648470588235294,210163.29411764705,0.7427058823529412,5.107647058823529e-06,0.1752235294117647,-4.883764705882352,0.47058823529411764,0.12583529411764707,106.74064705882354,4.0,0.6305882352941176,07YZf4WDAMNwqr4jfgOZ8y
07a0YnS90uGKxKArkrJQxp,0.005679999999999999,0.797,209702.0,0.563,0.0372,0.326,-8.017999999999999,0.0,0.0491,125.98,4.0,0.405,07a0YnS90uGKxKArkrJQxp
07p5q6fIWYLesAR39CJQDf,0.121,0.6629999999999999,248128.0,0.941,8.75e-05,0.0328,-10.017999999999999,1.0,0.0524,93.141,3.0,0.654,07p5q6fIWYLesAR39CJQDf
07qXhgXDj4u7Pqf8AHRMtA,0.09,0.5445,176433.0,0.6335,0.37800909999999993,0.20950000000000002,-11.1145,1.0,0.042800000000000005,115.747,4.0,0.7144999999999999,07qXhgXDj4u7Pqf8AHRMtA
07tGoz5JpFT1ddktF8q0nt,0.00456,0.513,179507.0,0.9209999999999999,0.0625,0.0642,-6.92,1.0,0.067,138.107,4.0,0.551,07tGoz5JpFT1ddktF8q0nt
07yoI89XvxQFx10FPz1fTG,0.14800000000000002,0.493,212254.0,0.627,0.00018899999999999999,0.10800000000000001,-6.41,1.0,0.0255,98.00200000000001,4.0,0.523,07yoI89XvxQFx10FPz1fTG
085pc2PYOi8bGKj0PNjekA,0.03562714285714286,0.711857142857143,255532.14285714287,0.6751428571428572,2.858e-05,0.14282857142857144,-6.503571428571428,0.5714285714285714,0.10735714285714285,126.58585714285712,4.0,0.6029999999999999,085pc2PYOi8bGKj0PNjekA
086oYmAarmvAx7xH9EPfkY,0.6659999999999999,0.551,173293.0,0.7240000000000001,0.0,0.551,-8.241,0.0,0.18,175.488,3.0,0.815,086oYmAarmvAx7xH9EPfkY
087pgpL9oSvARP9nTP7x5j,0.2974,0.6971999999999999,190396.2,0.5894,2.46e-05,0.12776,-9.6052,1.0,0.03914,140.0322,3.8,0.9088,087pgpL9oSvARP9nTP7x5j
08DIGNsHigr3JMUH0BAuIW,0.21299999999999997,0.6315,222087.0,0.956,0.0011785,0.1225,-5.4365,0.5,0.0661,138.011,4.0,0.40249999999999997,08DIGNsHigr3JMUH0BAuIW
08EdTd5xipQ2vGPEhxgP1I,0.11599999999999999,0.54,364121.0,0.711,0.0,0.183,-6.845,0.0,0.033,202.68200000000002,4.0,0.96,08EdTd5xipQ2vGPEhxgP1I
08F3Y3SctIlsOEmKd6dnH8,0.37197,0.5332999999999999,183622.6,0.5357000000000001,0.010770168,0.1492,-11.4625,0.9,0.04586,117.33,3.9,0.6926000000000001,08F3Y3SctIlsOEmKd6dnH8
08GQAI4eElDnROBrJRGE0X,0.19991894736842108,0.6121052631578948,231974.52631578947,0.5691157894736841,0.12582359999999998,0.14571578947368422,-10.938052631578946,0.7368421052631579,0.0368421052631579,126.14084210526316,3.789473684210526,0.6447368421052632,08GQAI4eElDnROBrJRGE0X
08RBCWbP6eO3i9WcMwi2d8,0.128,0.932,220944.0,0.616,6.0599999999999996e-05,0.32299999999999995,-9.892000000000001,0.0,0.0425,115.71799999999999,4.0,0.97,08RBCWbP6eO3i9WcMwi2d8
08Ut1tYxtmgIInVyQqohkM,0.613,0.799,239320.0,0.33,0.845,0.0838,-12.898,0.0,0.059000000000000004,127.02799999999999,4.0,0.49700000000000005,08Ut1tYxtmgIInVyQqohkM
08dJ0NJ9jMf8qdLmdhQ2yA,0.000426,0.7390000000000001,234400.0,0.679,0.0187,0.389,-5.079,1.0,0.0374,127.48899999999999,4.0,0.7879999999999999,08dJ0NJ9jMf8qdLmdhQ2yA
08hBcrecIIDELlHMmASzp0,0.0664,0.77,261758.0,0.93,0.536,0.183,-5.986000000000001,0.0,0.132,129.989,4.0,0.662,08hBcrecIIDELlHMmASzp0
08moU0GHUDr8UKnKIBgiki,0.00659,0.662,387613.0,0.779,0.61,0.23600000000000002,-10.375,0.0,0.0564,126.124,4.0,0.8590000000000001,08moU0GHUDr8UKnKIBgiki
08p7B5OtcUuVblvkQIlBhJ,0.017,0.879,221160.0,0.6809999999999999,0.0,0.0669,-8.951,0.0,0.24,99.97399999999999,4.0,0.8170000000000001,08p7B5OtcUuVblvkQIlBhJ
08rMCq2ek1YjdDBsCPVH2s,0.0661,0.7455,233613.5,0.8425,1.875e-05,0.0958,-5.7875,0.5,0.245,114.44649999999999,4.5,0.7484999999999999,08rMCq2ek1YjdDBsCPVH2s
08xBftDfAD7CMC51uxUuZF,0.163,0.56,189040.0,0.735,5.2e-06,0.198,-10.797,1.0,0.0377,127.464,4.0,0.715,08xBftDfAD7CMC51uxUuZF
090VebphoycdEyH165iMqc,0.4950000000000001,0.32459999999999994,193674.6,0.5122,0.00030120799999999997,0.2232,-10.429399999999998,0.6,0.05344,124.1232,3.8,0.4866,090VebphoycdEyH165iMqc
090a4C0eOCTDBuCkN3VSVk,0.128,0.88,348854.0,0.601,0.336,0.0877,-9.008,0.0,0.087,114.13600000000001,4.0,0.48200000000000004,090a4C0eOCTDBuCkN3VSVk
091dY4SjI2cy4YHdvhCjg1,0.1405,0.5975,239339.5,0.473,6.500000000000001e-05,0.0886,-10.38,0.5,0.03715,82.26050000000001,2.5,0.6930000000000001,091dY4SjI2cy4YHdvhCjg1
091yDkBoDstJ1FOdIiIeMI,0.00144,0.72,186800.0,0.9540000000000001,0.8190000000000001,0.0731,-8.971,1.0,0.061,134.969,4.0,0.857,091yDkBoDstJ1FOdIiIeMI
095aE5NoWPQE5pOYuNJXJD,0.02425,0.716,223593.5,0.8274999999999999,0.00420292,0.23850000000000002,-6.479000000000001,0.5,0.0514,96.7975,4.0,0.7985,095aE5NoWPQE5pOYuNJXJD
09C0xjtosNAIXP36wTnWxd,0.5300000000000001,0.5853333333333334,150960.0,0.564,7.263333333333333e-05,0.15153333333333333,-8.987666666666666,1.0,0.04873333333333333,118.90299999999998,3.6666666666666665,0.8863333333333334,09C0xjtosNAIXP36wTnWxd
09D3g5IoZgXr15WHrYc8Zq,0.0584,0.44,193307.0,0.825,0.9570000000000001,0.0791,-6.928999999999999,1.0,0.0457,140.077,4.0,0.672,09D3g5IoZgXr15WHrYc8Zq
09FKekgoO2U5Jqb2OnFnWy,0.516,0.868,210760.0,0.6920000000000001,0.0,0.6859999999999999,-11.777000000000001,1.0,0.0616,110.51799999999999,4.0,0.983,09FKekgoO2U5Jqb2OnFnWy
09L3cUdx0hq6qn5bKuJJ4I,0.636,0.704,165303.25,0.47400000000000003,0.52399975,0.11347499999999999,-11.34825,0.75,0.038575,98.77174999999998,4.0,0.65225,09L3cUdx0hq6qn5bKuJJ4I
09M87xFMTKdsWJxpEWaiat,0.00343,0.5720000000000001,206400.0,0.758,0.000322,0.0415,-4.522,1.0,0.314,199.826,4.0,0.33799999999999997,09M87xFMTKdsWJxpEWaiat
09ao6AC5gW8AxRBUVkqWIB,0.289,0.779,225640.0,0.589,0.000535,0.331,-11.562000000000001,1.0,0.0893,92.30799999999999,4.0,0.815,09ao6AC5gW8AxRBUVkqWIB
09dDdtfi4mWLdC2BHOrIrl,0.446,0.6970000000000001,209907.0,0.503,7.929999999999999e-05,0.5660000000000001,-11.663,1.0,0.106,97.363,4.0,0.733,09dDdtfi4mWLdC2BHOrIrl
09hVIj6vWgoCDtT03h8ZCa,0.27799999999999997,0.8325,249200.0,0.7454999999999999,0.0003495,0.1078,-6.514,1.0,0.256,97.84700000000001,4.0,0.8125,09hVIj6vWgoCDtT03h8ZCa
09wWwfG5lMCqRme3M5HFwd,0.00731,0.8170000000000001,156613.0,0.40700000000000003,0.9079999999999999,0.0586,-9.073,1.0,0.039,134.286,4.0,0.966,09wWwfG5lMCqRme3M5HFwd
0A1FSG9WZ2dQ5JSkQYJHIp,0.5403333333333333,0.551,316986.6666666667,0.6890000000000001,2.4326666666666665e-05,0.11306666666666666,-7.244,0.6666666666666666,0.09986666666666666,117.95566666666667,4.0,0.6343333333333334,0A1FSG9WZ2dQ5JSkQYJHIp
